id,name,composite_score,cycle_xirr,cycle_alpha,cycle_ret,worst_bear_xirr,chop_xirr,bull_ret,avg_ret,cycle_pf,cycle_pr,cycle_dd,cycle_wr,entry_mode,max_slots,pyramid_mode,sl_profile,exit_mode,defense_mode
SW_036833,SW_036833: DONCHIAN | 4Sl | PYRAMI | DYNAMI | MOMENTUM | REGIME,-6.1,-6.04,0.53,-6.04,-44.67,-37.71,44.8,-1.17,0.89,0.78,24.96,51.3,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_1_5,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP
SW_036834,SW_036834: DONCHIAN | 4Sl | PYRAMI | DYNAMI | MOMENTUM | TIME_D,5.11,-23.45,-16.88,-23.45,14.5,-46.86,50.69,-7.74,0.68,0.77,25.05,45.6,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_1_5,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D
SW_036835,SW_036835: DONCHIAN | 4Sl | PYRAMI | DYNAMI | MOMENTUM | COMPRE,-6.97,-12.48,-5.92,-12.48,-44.67,-36.18,50.98,-8.28,0.81,0.76,24.51,47.1,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_1_5,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS
SW_036836,SW_036836: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SUPER_RU | RAW_EX,5.72,-18.43,-11.87,-18.43,14.5,-46.34,43.36,-3.39,0.72,0.66,20.5,53.1,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_1_5,SUPER_RUNNER_20X,RAW_EXECUTION
SW_036837,SW_036837: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SUPER_RU | REGIME,-9.27,-11.37,-4.8,-11.37,-46.36,-39.15,43.36,-2.71,0.83,0.69,25.01,50.9,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_1_5,SUPER_RUNNER_20X,REGIME_SHIELD_50
SW_036838,SW_036838: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SUPER_RU | REGIME,-8.43,-10.12,-3.55,-10.12,-45.19,-38.35,43.39,-2.51,0.83,0.69,24.67,51.4,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_1_5,SUPER_RUNNER_20X,REGIME_SHIELD_AND_SWEEP
SW_036839,SW_036839: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SUPER_RU | TIME_D,9.9,-13.24,-6.68,-13.24,14.5,-47.18,51.02,3.3,0.79,0.69,17.66,51.5,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_1_5,SUPER_RUNNER_20X,TIME_DECAY_STOP_7D
SW_036840,SW_036840: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SUPER_RU | COMPRE,1.62,-9.09,-2.53,-9.09,-45.19,-8.43,51.03,1.39,0.85,0.74,24.4,49.2,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_1_5,SUPER_RUNNER_20X,COMPREHENSIVE_FORTRESS
SW_036841,SW_036841: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SCALPER_ | RAW_EX,28.83,-1.88,4.69,-1.88,14.5,-4.08,77.58,0.72,0.97,0.56,16.46,59.8,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,SCALPER_TIGHT,RAW_EXECUTION
SW_036842,SW_036842: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SCALPER_ | REGIME,43.33,31.31,37.88,31.31,14.5,10.13,77.58,2.47,1.48,0.57,13.23,63.9,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,SCALPER_TIGHT,REGIME_SHIELD_50
SW_036843,SW_036843: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SCALPER_ | REGIME,43.89,32.37,38.93,32.37,14.5,11.47,77.58,2.63,1.48,0.57,12.99,63.9,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,SCALPER_TIGHT,REGIME_SHIELD_AND_SWEEP
SW_036844,SW_036844: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SCALPER_ | TIME_D,22.21,-15.74,-9.17,-15.74,14.5,-0.82,70.87,-16.59,0.8,0.57,19.64,59.1,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,SCALPER_TIGHT,TIME_DECAY_STOP_7D
SW_036845,SW_036845: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SCALPER_ | COMPRE,33.72,2.42,8.98,2.42,14.5,20.53,72.03,-13.32,1.02,0.53,15.15,62.9,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,SCALPER_TIGHT,COMPREHENSIVE_FORTRESS
SW_036846,SW_036846: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | RAW_EX,-5.7,4.29,10.85,4.29,-48.32,-33.19,33.33,-4.91,1.02,0.58,19.06,60.3,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,RAW_EXECUTION
SW_036847,SW_036847: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | REGIME,28.04,14.85,21.41,14.85,14.5,7.56,33.33,-7.77,1.2,0.59,11.27,64.8,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,REGIME_SHIELD_50
SW_036848,SW_036848: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | REGIME,30.53,22.38,28.94,22.38,14.5,8.9,33.33,-7.65,1.29,0.58,10.44,64.8,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP
SW_036849,SW_036849: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | TIME_D,-4.02,3.5,10.06,3.5,-48.92,-36.48,48.06,-5.99,1.01,0.61,19.49,62.3,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,TIME_DECAY_STOP_7D
SW_036850,SW_036850: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | COMPRE,31.08,22.57,29.13,22.57,14.5,0.82,48.1,-7.53,1.32,0.63,15.32,65.2,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,COMPREHENSIVE_FORTRESS
SW_036851,SW_036851: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | RAW_EX,15.47,-5.1,1.46,-5.1,14.5,-25.78,53.31,-16.47,0.91,0.58,18.33,59.8,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,RAW_EXECUTION
SW_036852,SW_036852: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | REGIME,39.7,27.83,34.4,27.83,14.5,22.02,53.31,-15.68,1.45,0.6,9.56,63.4,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,REGIME_SHIELD_50
SW_036853,SW_036853: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | REGIME,40.32,28.69,35.25,28.69,14.5,23.66,53.32,-15.6,1.45,0.61,9.43,63.4,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,REGIME_SHIELD_AND_SWEEP
SW_036854,SW_036854: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | TIME_D,14.45,-2.4,4.17,-2.4,14.5,-33.91,51.25,-14.27,0.94,0.64,17.37,59.0,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,TIME_DECAY_STOP_7D
SW_036855,SW_036855: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | COMPRE,27.57,21.0,27.56,21.0,14.5,-15.16,51.22,-17.15,1.34,0.71,13.03,62.6,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,COMPREHENSIVE_FORTRESS
SW_036856,SW_036856: DONCHIAN | 4Sl | PYRAMI | DYNAMI | ASYMMETR | RAW_EX,12.1,-15.31,-8.75,-15.31,14.5,-23.67,41.95,0.42,0.78,0.53,19.53,60.2,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,RAW_EXECUTION
SW_036857,SW_036857: DONCHIAN | 4Sl | PYRAMI | DYNAMI | ASYMMETR | REGIME,35.64,17.37,23.94,17.37,14.5,23.69,41.95,-0.34,1.27,0.62,11.92,62.4,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,REGIME_SHIELD_50
SW_036858,SW_036858: DONCHIAN | 4Sl | PYRAMI | DYNAMI | ASYMMETR | REGIME,36.26,18.39,24.95,18.39,14.5,25.3,41.99,-0.2,1.27,0.62,11.66,62.4,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_036859,SW_036859: DONCHIAN | 4Sl | PYRAMI | DYNAMI | ASYMMETR | TIME_D,7.14,-16.93,-10.37,-16.93,14.5,-40.31,47.64,-14.79,0.77,0.58,21.14,57.5,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D
SW_036860,SW_036860: DONCHIAN | 4Sl | PYRAMI | DYNAMI | ASYMMETR | COMPRE,37.09,30.66,37.22,30.66,14.5,11.5,47.68,-13.41,1.52,0.69,12.81,65.7,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS
SW_036861,SW_036861: DONCHIAN | 4Sl | PYRAMI | DYNAMI | REGIME_A | RAW_EX,22.55,3.17,9.74,3.17,14.5,-12.5,52.33,-10.56,1.01,0.66,14.71,60.2,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,RAW_EXECUTION
SW_036862,SW_036862: DONCHIAN | 4Sl | PYRAMI | DYNAMI | REGIME_A | REGIME,20.19,7.96,14.53,7.96,14.5,-30.19,52.33,-10.33,1.15,0.58,13.11,65.7,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,REGIME_SHIELD_50
SW_036863,SW_036863: DONCHIAN | 4Sl | PYRAMI | DYNAMI | REGIME_A | REGIME,20.5,8.74,15.3,8.74,14.5,-29.37,52.05,-10.17,1.15,0.58,12.96,65.7,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP
SW_036864,SW_036864: DONCHIAN | 4Sl | PYRAMI | DYNAMI | REGIME_A | TIME_D,23.89,13.12,19.68,13.12,14.5,-13.83,41.57,-4.39,1.14,0.64,12.15,63.2,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,TIME_DECAY_STOP_7D
SW_036865,SW_036865: DONCHIAN | 4Sl | PYRAMI | DYNAMI | REGIME_A | COMPRE,15.95,-3.11,3.45,-3.11,14.5,-21.87,41.57,-4.31,0.94,0.54,17.18,62.8,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,COMPREHENSIVE_FORTRESS
SW_036866,SW_036866: DONCHIAN | 4Sl | PYRAMI | DYNAMI | CHANDELI | RAW_EX,25.83,6.11,12.67,6.11,14.5,-7.63,53.76,-8.64,1.09,0.61,11.78,61.7,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,RAW_EXECUTION
SW_036867,SW_036867: DONCHIAN | 4Sl | PYRAMI | DYNAMI | CHANDELI | REGIME,35.46,19.81,26.37,19.81,14.5,9.75,53.76,-7.92,1.36,0.63,9.97,63.9,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,REGIME_SHIELD_50
SW_036868,SW_036868: DONCHIAN | 4Sl | PYRAMI | DYNAMI | CHANDELI | REGIME,35.92,20.72,27.28,20.72,14.5,10.89,53.71,-7.74,1.36,0.63,9.83,63.9,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_036869,SW_036869: DONCHIAN | 4Sl | PYRAMI | DYNAMI | CHANDELI | TIME_D,26.15,6.1,12.67,6.1,14.5,-16.75,71.87,-13.9,1.05,0.67,13.75,60.9,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D
SW_036870,SW_036870: DONCHIAN | 4Sl | PYRAMI | DYNAMI | CHANDELI | COMPRE,31.86,18.1,24.67,18.1,14.5,-8.72,71.89,-15.1,1.27,0.67,14.66,63.1,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS
SW_036871,SW_036871: DONCHIAN | 4Sl | PYRAMI | DYNAMI | MOMENTUM | RAW_EX,23.19,-2.09,4.48,-2.09,14.5,-5.09,49.53,3.95,0.94,0.69,18.54,59.4,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,RAW_EXECUTION
SW_036872,SW_036872: DONCHIAN | 4Sl | PYRAMI | DYNAMI | MOMENTUM | REGIME,34.54,20.57,27.14,20.57,14.5,5.67,49.53,-0.14,1.34,0.65,9.21,62.7,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50
SW_036873,SW_036873: DONCHIAN | 4Sl | PYRAMI | DYNAMI | MOMENTUM | REGIME,34.88,21.41,27.97,21.41,14.5,6.8,49.53,-0.04,1.33,0.65,9.07,62.7,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP
SW_036874,SW_036874: DONCHIAN | 4Sl | PYRAMI | DYNAMI | MOMENTUM | TIME_D,14.5,3.72,10.28,3.72,14.5,-38.56,47.16,-16.53,1.02,0.71,16.4,59.6,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D
SW_036875,SW_036875: DONCHIAN | 4Sl | PYRAMI | DYNAMI | MOMENTUM | COMPRE,29.12,26.33,32.9,26.33,14.5,-19.69,47.2,-11.27,1.47,0.71,9.01,65.1,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS
SW_036876,SW_036876: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SUPER_RU | RAW_EX,8.17,-10.0,-3.44,-10.0,14.5,-38.72,35.24,-9.79,0.86,0.54,16.76,61.3,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,RAW_EXECUTION
SW_036877,SW_036877: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SUPER_RU | REGIME,32.08,29.32,35.88,29.32,14.5,-0.24,35.24,-9.22,1.51,0.67,10.82,61.4,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,REGIME_SHIELD_50
SW_036878,SW_036878: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SUPER_RU | REGIME,32.48,30.18,36.74,30.18,14.5,0.78,35.12,-9.12,1.51,0.67,10.68,61.4,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,REGIME_SHIELD_AND_SWEEP
SW_036879,SW_036879: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SUPER_RU | TIME_D,6.14,-11.81,-5.25,-11.81,14.5,-44.59,35.82,-8.56,0.82,0.61,19.15,57.7,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,TIME_DECAY_STOP_7D
SW_036880,SW_036880: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SUPER_RU | COMPRE,29.37,29.48,36.04,29.48,14.5,-12.49,35.67,-5.35,1.47,0.72,10.81,63.5,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,COMPREHENSIVE_FORTRESS
SW_036881,SW_036881: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SCALPER_ | RAW_EX,27.48,31.01,37.57,31.01,14.5,-43.35,70.93,-3.18,1.41,0.46,9.7,71.9,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,SCALPER_TIGHT,RAW_EXECUTION
SW_036882,SW_036882: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SCALPER_ | REGIME,51.27,47.44,54.0,47.44,14.5,27.62,70.93,-12.28,1.89,0.46,11.23,75.2,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,SCALPER_TIGHT,REGIME_SHIELD_50
SW_036883,SW_036883: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SCALPER_ | REGIME,57.68,67.66,74.22,67.66,14.5,29.1,71.0,-12.18,2.18,0.47,11.05,76.2,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,SCALPER_TIGHT,REGIME_SHIELD_AND_SWEEP
SW_036884,SW_036884: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SCALPER_ | TIME_D,18.93,26.93,33.49,26.93,14.5,-50.07,58.11,-21.63,1.28,0.53,14.19,70.1,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,SCALPER_TIGHT,TIME_DECAY_STOP_7D
SW_036885,SW_036885: DONCHIAN | 4Sl | PYRAMI | DYNAMI | SCALPER_ | COMPRE,32.17,47.43,53.99,47.43,14.5,-27.55,58.21,-21.92,1.76,0.53,15.48,71.6,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,SCALPER_TIGHT,COMPREHENSIVE_FORTRESS
SW_036886,SW_036886: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | RAW_EX,7.1,-24.15,-17.58,-24.15,14.5,-18.01,37.0,-6.43,0.66,0.44,28.34,66.7,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,RAW_EXECUTION
SW_036887,SW_036887: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | REGIME,28.55,28.13,34.7,28.13,14.5,-7.73,37.0,-10.96,1.4,0.54,10.39,71.2,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,REGIME_SHIELD_50
SW_036888,SW_036888: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | REGIME,28.94,28.9,35.46,28.9,14.5,-6.68,37.01,-10.88,1.4,0.54,10.38,71.2,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP
SW_036889,SW_036889: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | TIME_D,15.56,-3.35,3.21,-3.35,14.5,-18.88,53.03,-19.65,0.95,0.53,26.72,66.4,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,TIME_DECAY_STOP_7D
SW_036890,SW_036890: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | COMPRE,27.55,19.87,26.43,19.87,14.5,-7.7,53.07,-23.86,1.27,0.59,13.58,67.9,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,COMPREHENSIVE_FORTRESS
SW_036891,SW_036891: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | RAW_EX,9.32,2.58,9.14,2.58,14.5,-51.47,41.23,-6.41,1.01,0.53,19.44,66.0,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,RAW_EXECUTION
SW_036892,SW_036892: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | REGIME,20.55,20.18,26.75,20.18,14.5,-35.03,41.23,-6.85,1.3,0.48,10.07,69.2,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,REGIME_SHIELD_50
SW_036893,SW_036893: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | REGIME,20.89,20.9,27.46,20.9,14.5,-34.13,41.2,-6.72,1.3,0.48,10.06,69.2,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,REGIME_SHIELD_AND_SWEEP
SW_036894,SW_036894: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | TIME_D,7.09,4.79,11.36,4.79,14.5,-52.06,38.91,-23.22,1.03,0.61,23.81,65.7,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,TIME_DECAY_STOP_7D
SW_036895,SW_036895: DONCHIAN | 4Sl | PYRAMI | DYNAMI | THREE_TI | COMPRE,25.47,40.35,46.91,40.35,14.5,-34.73,38.91,-24.61,1.62,0.61,9.02,71.8,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,COMPREHENSIVE_FORTRESS
SW_036896,SW_036896: DONCHIAN | 4Sl | PYRAMI | DYNAMI | ASYMMETR | RAW_EX,-0.36,-24.09,-17.53,-24.09,14.5,-50.48,39.64,-1.46,0.68,0.45,31.45,62.9,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,RAW_EXECUTION
SW_036897,SW_036897: DONCHIAN | 4Sl | PYRAMI | DYNAMI | ASYMMETR | REGIME,22.54,25.5,32.06,25.5,14.5,-33.91,39.64,-3.61,1.39,0.49,10.27,70.0,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,REGIME_SHIELD_50
SW_036898,SW_036898: DONCHIAN | 4Sl | PYRAMI | DYNAMI | ASYMMETR | REGIME,22.91,26.3,32.86,26.3,14.5,-33.01,39.64,-3.44,1.39,0.49,10.26,70.0,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_036899,SW_036899: DONCHIAN | 4Sl | PYRAMI | DYNAMI | ASYMMETR | TIME_D,8.06,3.45,10.01,3.45,14.5,-51.0,36.44,-12.02,1.02,0.61,21.88,65.8,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D
SW_036900,SW_036900: DONCHIAN | 4Sl | PYRAMI | DYNAMI | ASYMMETR | COMPRE,20.95,26.34,32.91,26.34,14.5,-33.72,36.43,-19.18,1.39,0.59,10.61,70.3,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS
SW_036901,SW_036901: DONCHIAN | 4Sl | PYRAMI | DYNAMI | REGIME_A | RAW_EX,37.51,28.81,35.38,28.81,14.5,14.5,44.79,23.27,1.32,0.51,14.03,71.8,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,RAW_EXECUTION
SW_036902,SW_036902: DONCHIAN | 4Sl | PYRAMI | DYNAMI | REGIME_A | REGIME,22.84,23.9,30.46,23.9,14.5,-39.36,44.79,15.07,1.39,0.53,16.25,71.0,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,REGIME_SHIELD_50
SW_036903,SW_036903: DONCHIAN | 4Sl | PYRAMI | DYNAMI | REGIME_A | REGIME,23.18,24.67,31.24,24.67,14.5,-38.59,44.79,15.25,1.39,0.53,16.19,71.0,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP
SW_036904,SW_036904: DONCHIAN | 4Sl | PYRAMI | DYNAMI | REGIME_A | TIME_D,28.33,18.13,24.7,18.13,14.5,14.5,33.53,-8.98,1.18,0.58,19.29,69.4,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,TIME_DECAY_STOP_7D
SW_036905,SW_036905: DONCHIAN | 4Sl | PYRAMI | DYNAMI | REGIME_A | COMPRE,29.83,57.92,64.49,57.92,14.5,-39.42,33.54,-11.83,1.9,0.6,9.31,67.3,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,COMPREHENSIVE_FORTRESS
SW_036906,SW_036906: DONCHIAN | 4Sl | PYRAMI | DYNAMI | CHANDELI | RAW_EX,21.19,3.39,9.96,3.39,14.5,-32.03,63.92,-4.12,1.05,0.53,10.83,71.0,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,RAW_EXECUTION
SW_036907,SW_036907: DONCHIAN | 4Sl | PYRAMI | DYNAMI | CHANDELI | REGIME,36.82,40.25,46.81,40.25,14.5,-14.48,63.92,0.35,1.55,0.57,10.52,71.6,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,REGIME_SHIELD_50
SW_036908,SW_036908: DONCHIAN | 4Sl | PYRAMI | DYNAMI | CHANDELI | REGIME,37.2,41.31,47.87,41.31,14.5,-13.68,63.96,0.47,1.55,0.57,10.51,71.6,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_036909,SW_036909: DONCHIAN | 4Sl | PYRAMI | DYNAMI | CHANDELI | TIME_D,20.05,15.67,22.24,15.67,14.5,-42.41,66.33,-21.9,1.17,0.63,14.79,67.6,DONCHIAN_TURTLE,4,PYRAMID_ON_T1,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D
