id,name,composite_score,cycle_xirr,cycle_alpha,cycle_ret,worst_bear_xirr,chop_xirr,bull_ret,avg_ret,cycle_pf,cycle_pr,cycle_dd,cycle_wr,entry_mode,max_slots,pyramid_mode,sl_profile,exit_mode,defense_mode
SW_005001,SW_005001: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | RAW_EX,35.25,52.76,59.32,52.76,-48.3,66.29,39.59,42.18,1.36,0.75,26.08,63.9,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,SCALPER_TIGHT,RAW_EXECUTION
SW_005002,SW_005002: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | REGIME,32.01,31.54,38.11,31.54,-43.32,68.89,39.59,41.66,1.21,0.72,28.59,64.1,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,SCALPER_TIGHT,REGIME_SHIELD_50
SW_005003,SW_005003: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | REGIME,33.46,33.07,39.63,33.07,-41.88,71.76,39.63,41.71,1.21,0.72,28.31,64.1,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,SCALPER_TIGHT,REGIME_SHIELD_AND_SWEEP
SW_005004,SW_005004: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | TIME_D,53.98,49.98,56.55,49.98,14.5,66.29,40.54,42.18,1.35,0.75,25.0,63.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,SCALPER_TIGHT,TIME_DECAY_STOP_7D
SW_005005,SW_005005: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | COMPRE,36.84,31.4,37.96,31.4,-31.67,71.76,40.6,41.71,1.21,0.77,27.67,62.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,SCALPER_TIGHT,COMPREHENSIVE_FORTRESS
SW_005006,SW_005006: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | RAW_EX,67.42,73.46,80.03,73.46,-39.09,154.58,45.84,48.32,1.6,0.84,28.5,64.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,THREE_TIER_STANDARD,RAW_EXECUTION
SW_005007,SW_005007: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | REGIME,30.93,36.69,43.26,36.69,-38.41,43.36,45.84,47.72,1.28,0.77,27.33,63.3,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,THREE_TIER_STANDARD,REGIME_SHIELD_50
SW_005008,SW_005008: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | REGIME,32.28,38.17,44.73,38.17,-36.97,45.94,45.84,47.78,1.28,0.77,27.09,63.3,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP
SW_005009,SW_005009: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | TIME_D,44.56,59.38,65.94,59.38,-43.46,64.56,64.31,48.77,1.45,0.88,25.36,61.9,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,THREE_TIER_STANDARD,TIME_DECAY_STOP_7D
SW_005010,SW_005010: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | COMPRE,44.64,48.99,55.55,48.99,-19.42,45.94,64.32,48.29,1.36,0.89,25.47,61.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,THREE_TIER_STANDARD,COMPREHENSIVE_FORTRESS
SW_005011,SW_005011: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | RAW_EX,41.08,50.85,57.42,50.85,-37.12,59.95,55.3,52.0,1.41,0.84,29.72,65.2,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,THREE_TIER_WIDE,RAW_EXECUTION
SW_005012,SW_005012: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | REGIME,29.77,27.82,34.38,27.82,-39.08,38.95,55.3,51.39,1.21,0.76,27.49,63.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,THREE_TIER_WIDE,REGIME_SHIELD_50
SW_005013,SW_005013: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | REGIME,31.1,29.24,35.8,29.24,-37.64,41.45,55.32,51.56,1.21,0.76,27.28,63.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,THREE_TIER_WIDE,REGIME_SHIELD_AND_SWEEP
SW_005014,SW_005014: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | TIME_D,45.69,62.16,68.73,62.16,-43.04,59.95,69.27,52.0,1.51,0.88,26.27,64.3,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,THREE_TIER_WIDE,TIME_DECAY_STOP_7D
SW_005015,SW_005015: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | COMPRE,41.96,37.13,43.69,37.13,-18.27,41.45,69.29,51.56,1.27,0.92,28.93,61.0,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,THREE_TIER_WIDE,COMPREHENSIVE_FORTRESS
SW_005016,SW_005016: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | RAW_EX,48.74,50.8,57.37,50.8,-35.19,83.9,60.61,53.34,1.4,0.88,30.7,63.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,ASYMMETRIC_RUNNER,RAW_EXECUTION
SW_005017,SW_005017: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | REGIME,29.09,29.08,35.65,29.08,-38.55,29.1,60.61,52.64,1.22,0.76,26.78,63.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,ASYMMETRIC_RUNNER,REGIME_SHIELD_50
SW_005018,SW_005018: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | REGIME,30.3,30.36,36.92,30.36,-37.11,31.22,60.61,52.7,1.22,0.76,26.53,63.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_005019,SW_005019: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | TIME_D,50.06,49.71,56.28,49.71,-41.57,83.9,72.03,53.34,1.39,0.95,26.37,61.9,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D
SW_005020,SW_005020: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | COMPRE,40.28,35.89,42.45,35.89,-17.52,31.22,72.02,52.7,1.27,0.92,28.04,61.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS
SW_005021,SW_005021: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | RAW_EX,56.29,69.38,75.94,69.38,-34.54,81.02,65.04,77.08,1.53,0.87,26.82,64.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,REGIME_ADAPTIVE,RAW_EXECUTION
SW_005022,SW_005022: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | REGIME,58.41,49.01,55.57,49.01,-32.84,99.94,65.04,82.99,1.49,0.84,27.32,64.9,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,REGIME_ADAPTIVE,REGIME_SHIELD_50
SW_005023,SW_005023: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | REGIME,60.12,50.66,57.23,50.66,-31.16,103.35,65.12,83.3,1.49,0.84,27.03,64.9,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP
SW_005024,SW_005024: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | TIME_D,59.31,74.24,80.8,74.24,-20.22,81.02,53.81,73.51,1.57,0.89,26.32,64.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,REGIME_ADAPTIVE,TIME_DECAY_STOP_7D
SW_005025,SW_005025: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | COMPRE,60.91,48.49,55.05,48.49,-20.97,103.35,53.8,83.3,1.48,0.9,26.41,63.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,REGIME_ADAPTIVE,COMPREHENSIVE_FORTRESS
SW_005026,SW_005026: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | RAW_EX,46.91,44.65,51.22,44.65,-38.18,99.83,49.46,49.6,1.34,0.86,34.15,62.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,CHANDELIER_RUNNER,RAW_EXECUTION
SW_005027,SW_005027: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | REGIME,24.28,23.77,30.34,23.77,-41.13,30.25,49.46,48.97,1.16,0.74,27.93,63.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,CHANDELIER_RUNNER,REGIME_SHIELD_50
SW_005028,SW_005028: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | REGIME,25.49,25.01,31.58,25.01,-39.73,32.45,49.5,49.04,1.16,0.74,27.72,63.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_005029,SW_005029: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | TIME_D,50.76,50.93,57.5,50.93,-45.91,99.83,62.85,49.6,1.43,0.9,26.89,62.3,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D
SW_005030,SW_005030: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | COMPRE,36.53,34.66,41.22,34.66,-22.48,32.45,62.87,49.04,1.25,0.89,27.25,61.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS
SW_005031,SW_005031: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | RAW_EX,54.46,55.46,62.02,55.46,-34.06,101.87,59.52,57.58,1.42,0.9,32.29,62.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,MOMENTUM_EXPONENTIAL,RAW_EXECUTION
SW_005032,SW_005032: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | REGIME,38.31,37.88,44.45,37.88,-33.24,47.43,59.52,57.1,1.31,0.79,24.56,63.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50
SW_005033,SW_005033: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | REGIME,39.65,39.33,45.89,39.33,-31.68,49.85,59.53,57.13,1.31,0.79,24.32,63.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP
SW_005034,SW_005034: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | TIME_D,57.43,54.87,61.44,54.87,-39.68,101.87,75.59,57.58,1.44,0.97,27.38,61.9,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D
SW_005035,SW_005035: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | COMPRE,50.19,43.2,49.77,43.2,-10.95,49.85,75.59,57.13,1.34,0.95,27.16,61.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS
SW_005036,SW_005036: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | RAW_EX,64.8,70.59,77.16,70.59,-33.25,121.44,63.35,59.55,1.56,0.93,30.17,63.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,SUPER_RUNNER_20X,RAW_EXECUTION
SW_005037,SW_005037: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | REGIME,43.02,42.62,49.19,42.62,-33.81,58.77,63.35,58.78,1.36,0.81,25.53,63.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,SUPER_RUNNER_20X,REGIME_SHIELD_50
SW_005038,SW_005038: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | REGIME,44.44,44.05,50.61,44.05,-32.23,61.48,63.4,58.84,1.36,0.81,25.31,63.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,SUPER_RUNNER_20X,REGIME_SHIELD_AND_SWEEP
SW_005039,SW_005039: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | TIME_D,65.9,66.93,73.49,66.93,-38.45,121.44,76.0,59.55,1.51,1.02,26.51,61.9,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,SUPER_RUNNER_20X,TIME_DECAY_STOP_7D
SW_005040,SW_005040: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | COMPRE,58.59,60.72,67.29,60.72,-10.34,61.48,76.01,58.84,1.48,1.0,23.28,61.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_1_5,SUPER_RUNNER_20X,COMPREHENSIVE_FORTRESS
SW_005041,SW_005041: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | RAW_EX,84.33,60.61,67.18,60.61,-36.51,231.34,35.58,42.58,1.6,0.57,14.25,70.9,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,SCALPER_TIGHT,RAW_EXECUTION
SW_005042,SW_005042: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | REGIME,37.75,25.56,32.13,25.56,-24.04,73.17,35.58,36.87,1.18,0.56,17.75,69.8,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,SCALPER_TIGHT,REGIME_SHIELD_50
SW_005043,SW_005043: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | REGIME,39.23,26.73,33.29,26.73,-22.29,76.05,35.61,36.97,1.18,0.56,17.54,69.8,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,SCALPER_TIGHT,REGIME_SHIELD_AND_SWEEP
SW_005044,SW_005044: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | TIME_D,77.36,55.97,62.53,55.97,-32.78,207.36,38.86,32.24,1.55,0.63,18.35,71.3,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,SCALPER_TIGHT,TIME_DECAY_STOP_7D
SW_005045,SW_005045: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | COMPRE,34.13,16.75,23.31,16.75,-16.77,63.47,38.88,27.83,1.08,0.6,22.79,66.3,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,SCALPER_TIGHT,COMPREHENSIVE_FORTRESS
SW_005046,SW_005046: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | RAW_EX,55.38,58.01,64.57,58.01,-30.35,103.52,55.99,31.09,1.55,0.6,19.42,72.2,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,RAW_EXECUTION
SW_005047,SW_005047: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | REGIME,38.49,30.5,37.07,30.5,-6.85,35.48,55.99,26.72,1.24,0.58,15.28,69.1,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,REGIME_SHIELD_50
SW_005048,SW_005048: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | REGIME,39.86,31.67,38.24,31.67,-4.8,37.57,55.96,26.87,1.24,0.58,15.02,69.1,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP
SW_005049,SW_005049: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | TIME_D,59.3,51.61,58.18,51.61,-31.48,125.74,57.91,31.24,1.45,0.74,21.63,67.0,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,TIME_DECAY_STOP_7D
SW_005050,SW_005050: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | COMPRE,35.87,15.77,22.33,15.77,-2.65,40.67,57.94,27.06,1.06,0.63,24.47,64.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,COMPREHENSIVE_FORTRESS
SW_005051,SW_005051: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | RAW_EX,67.52,64.82,71.39,64.82,-28.39,126.71,71.3,40.7,1.61,0.65,20.14,72.2,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,RAW_EXECUTION
SW_005052,SW_005052: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | REGIME,44.08,33.67,40.23,33.67,-4.3,33.16,71.3,35.06,1.29,0.61,13.35,69.3,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,REGIME_SHIELD_50
SW_005053,SW_005053: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | REGIME,45.33,34.74,41.31,34.74,-2.29,35.18,71.56,35.16,1.28,0.61,13.27,69.3,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,REGIME_SHIELD_AND_SWEEP
SW_005054,SW_005054: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | TIME_D,71.02,77.25,83.81,77.25,-29.4,131.52,64.11,41.85,1.77,0.73,19.83,71.3,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,TIME_DECAY_STOP_7D
SW_005055,SW_005055: MULTI_LO | 3Sl | NONE | DYNAMI | THREE_TI | COMPRE,39.2,16.69,23.25,16.69,-0.43,37.82,64.11,36.31,1.08,0.7,21.81,62.5,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,COMPREHENSIVE_FORTRESS
SW_005056,SW_005056: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | RAW_EX,83.82,90.29,96.86,90.29,-24.2,152.11,73.22,43.46,1.95,0.66,16.33,74.2,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,RAW_EXECUTION
SW_005057,SW_005057: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | REGIME,40.09,26.69,33.25,26.69,-4.77,25.34,73.22,37.36,1.21,0.61,16.64,68.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,REGIME_SHIELD_50
SW_005058,SW_005058: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | REGIME,41.45,27.87,34.43,27.87,-2.88,27.06,73.85,37.45,1.21,0.61,16.41,68.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_005059,SW_005059: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | TIME_D,80.75,82.4,88.97,82.4,-25.38,156.74,65.29,44.51,1.84,0.76,19.4,71.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D
SW_005060,SW_005060: MULTI_LO | 3Sl | NONE | DYNAMI | ASYMMETR | COMPRE,35.71,12.75,19.31,12.75,-1.06,29.66,65.71,38.49,1.03,0.65,24.12,63.0,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS
SW_005061,SW_005061: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | RAW_EX,52.45,60.28,66.84,60.28,-4.22,61.62,41.91,50.93,1.56,0.62,19.43,72.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,RAW_EXECUTION
SW_005062,SW_005062: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | REGIME,41.07,36.38,42.95,36.38,-18.59,54.09,41.91,52.47,1.37,0.62,18.74,67.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,REGIME_SHIELD_50
SW_005063,SW_005063: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | REGIME,42.37,37.61,44.17,37.61,-16.93,56.37,41.92,52.72,1.37,0.62,18.63,67.7,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP
SW_005064,SW_005064: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | TIME_D,50.13,50.82,57.38,50.82,-6.22,57.58,44.27,54.21,1.48,0.77,19.64,67.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,TIME_DECAY_STOP_7D
SW_005065,SW_005065: MULTI_LO | 3Sl | NONE | DYNAMI | REGIME_A | COMPRE,42.01,27.91,34.48,27.91,-11.45,60.37,44.25,54.13,1.26,0.66,24.92,65.0,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,COMPREHENSIVE_FORTRESS
SW_005066,SW_005066: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | RAW_EX,88.22,75.1,81.67,75.1,-24.13,188.91,67.78,44.64,1.84,0.67,18.93,72.0,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,RAW_EXECUTION
SW_005067,SW_005067: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | REGIME,40.6,28.99,35.55,28.99,-4.76,25.21,67.78,38.09,1.26,0.58,12.34,68.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,REGIME_SHIELD_50
SW_005068,SW_005068: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | REGIME,41.9,30.09,36.65,30.09,-2.66,27.08,67.63,38.34,1.26,0.58,12.13,68.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_005069,SW_005069: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | TIME_D,82.02,63.25,69.82,63.25,-25.13,188.84,60.37,44.68,1.64,0.73,23.59,69.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D
SW_005070,SW_005070: MULTI_LO | 3Sl | NONE | DYNAMI | CHANDELI | COMPRE,34.51,13.15,19.71,13.15,-0.78,27.04,60.41,38.78,1.04,0.62,22.17,65.6,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS
SW_005071,SW_005071: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | RAW_EX,104.71,95.7,102.27,95.7,-23.57,226.65,78.0,47.39,2.05,0.65,21.57,74.5,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,RAW_EXECUTION
SW_005072,SW_005072: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | REGIME,43.71,21.02,27.58,21.02,-3.7,44.95,78.0,41.31,1.13,0.61,23.17,68.2,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50
SW_005073,SW_005073: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | REGIME,45.08,22.09,28.66,22.09,-1.63,47.12,77.99,41.42,1.13,0.61,22.99,68.2,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP
SW_005074,SW_005074: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | TIME_D,107.37,101.22,107.79,101.22,-25.0,235.19,71.29,48.04,2.09,0.78,19.78,71.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D
SW_005075,SW_005075: MULTI_LO | 3Sl | NONE | DYNAMI | MOMENTUM | COMPRE,45.5,21.31,27.88,21.31,-0.12,50.46,71.32,42.07,1.13,0.67,21.91,63.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS
SW_005076,SW_005076: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | RAW_EX,119.47,109.37,115.94,109.37,-22.32,263.77,84.9,49.66,2.18,0.68,21.56,74.5,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,RAW_EXECUTION
SW_005077,SW_005077: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | REGIME,49.74,25.88,32.44,25.88,2.1,48.91,84.9,43.31,1.19,0.63,21.71,68.2,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,REGIME_SHIELD_50
SW_005078,SW_005078: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | REGIME,51.3,27.0,33.57,27.0,4.31,51.17,84.96,43.42,1.2,0.63,21.5,68.2,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,REGIME_SHIELD_AND_SWEEP
SW_005079,SW_005079: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | TIME_D,122.84,117.44,124.01,117.44,-23.79,274.09,76.11,50.46,2.24,0.82,19.58,71.4,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,TIME_DECAY_STOP_7D
SW_005080,SW_005080: MULTI_LO | 3Sl | NONE | DYNAMI | SUPER_RU | COMPRE,50.66,23.86,30.42,23.86,5.91,55.53,76.13,44.22,1.16,0.71,21.77,63.0,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,COMPREHENSIVE_FORTRESS
SW_005081,SW_005081: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | RAW_EX,89.37,69.88,76.45,69.88,14.5,187.53,50.32,1.88,1.77,0.44,17.41,78.0,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,SCALPER_TIGHT,RAW_EXECUTION
SW_005082,SW_005082: MULTI_LO | 3Sl | NONE | DYNAMI | SCALPER_ | REGIME,35.5,25.05,31.62,25.05,-26.32,78.49,50.32,2.91,1.19,0.43,26.89,76.5,MULTI_LOOKBACK_HYPER,3,NONE,DYNAMIC_ATR_2_5,SCALPER_TIGHT,REGIME_SHIELD_50
