id,name,entry_mode,slots,pyramid,exit_mode,composite_score,worst_bear_ret,worst_bear_xirr,worst_bear_pr,chop_ret,chop_xirr,chop_pr,bull_ret,cycle_ret,cycle_alpha,cycle_xirr,cycle_pr,cycle_pf,cycle_dd,cycle_wr
SW_0297,SW_0297: CLENOW_SMOOTH | 8Slots | AGGRESSIVE | THREE_TIER_W,CLENOW_SMOOTHNESS,8,AGGRESSIVE_75,THREE_TIER_WIDE,32.55,-5.22,-10.2,0.8,11.72,62.8,0.9,57.27,37.74,44.3,37.7,1.02,1.49,9.3,59.1
SW_0617,SW_0617: SECTOR_LEAD_R | 3Slots | AGGRESSIVE | THREE_TIER_W,SECTOR_LEAD_RS,3,AGGRESSIVE_75,THREE_TIER_WIDE,32.5,-7.27,-14.1,0.72,10.65,56.1,0.46,65.09,29.76,36.33,29.8,0.88,1.34,19.6,63.1
SW_0061,SW_0061: MULTI_LOOKBAC | 6Slots | NONE | THREE_TIER_T,MULTI_LOOKBACK,6,NONE,THREE_TIER_TIGHT,32.25,-22.05,-39.5,0.72,19.94,122.4,0.91,34.94,21.13,27.69,21.1,0.87,1.13,21.6,56.8
SW_0189,SW_0189: MULTI_LOOKBAC | 8Slots | CONSERVATI | REGIME_ADAPT,MULTI_LOOKBACK_HYPER,8,CONSERVATIVE_25,REGIME_ADAPTIVE,32.14,-4.05,-8.0,0.68,13.57,75.0,0.76,45.31,29.06,35.63,29.1,0.79,1.32,17.4,61.8
SW_0081,SW_0081: MULTI_LOOKBAC | 8Slots | NONE | THREE_TIER_T,MULTI_LOOKBACK,8,NONE,THREE_TIER_TIGHT,32.11,-17.44,-32.0,0.7,18.17,108.3,0.91,35.5,30.81,37.38,30.8,0.89,1.27,18.0,58.6
SW_0618,SW_0618: SECTOR_LEAD_R | 3Slots | AGGRESSIVE | ASYMMETRIC_R,SECTOR_LEAD_RS,3,AGGRESSIVE_75,ASYMMETRIC_RUNNER,31.8,-8.79,-16.9,0.62,11.49,61.4,0.58,56.6,33.96,40.52,34.0,0.75,1.43,18.8,64.0
SW_0956,SW_0956: MULTI_FACTOR_ | 5Slots | AGGRESSIVE | THREE_TIER_T,MULTI_FACTOR_APEX,5,AGGRESSIVE_75,THREE_TIER_TIGHT,31.68,-2.45,-4.9,0.96,11.66,62.4,1.02,46.64,26.94,33.5,26.9,0.98,1.25,19.8,54.6
SW_0993,SW_0993: MULTI_FACTOR_ | 8Slots | LIVERMORE_ | ASYMMETRIC_R,MULTI_FACTOR_APEX,8,LIVERMORE_50,ASYMMETRIC_RUNNER,31.62,-11.86,-22.5,0.63,16.58,96.3,1.08,45.15,11.67,18.24,11.7,0.87,1.06,20.0,55.8
SW_0626,SW_0626: SECTOR_LEAD_R | 4Slots | CONSERVATI | THREE_TIER_T,SECTOR_LEAD_RS,4,CONSERVATIVE_25,THREE_TIER_TIGHT,31.1,-15.0,-27.9,0.77,13.47,74.3,0.91,64.13,28.13,34.7,28.1,0.73,1.35,18.4,65.2
SW_0627,SW_0627: SECTOR_LEAD_R | 4Slots | CONSERVATI | THREE_TIER_W,SECTOR_LEAD_RS,4,CONSERVATIVE_25,THREE_TIER_WIDE,30.94,-10.93,-20.8,0.72,10.73,56.6,0.81,63.29,31.29,37.86,31.3,0.8,1.37,20.4,63.3
SW_0629,SW_0629: SECTOR_LEAD_R | 4Slots | CONSERVATI | REGIME_ADAPT,SECTOR_LEAD_RS,4,CONSERVATIVE_25,REGIME_ADAPTIVE,30.83,-18.41,-33.6,0.71,14.27,79.8,0.69,57.14,28.79,35.35,28.8,0.82,1.35,19.7,62.4
SW_0657,SW_0657: SECTOR_LEAD_R | 5Slots | AGGRESSIVE | THREE_TIER_W,SECTOR_LEAD_RS,5,AGGRESSIVE_75,THREE_TIER_WIDE,30.65,-7.7,-14.9,0.74,10.72,56.5,0.89,60.49,30.55,37.11,30.6,0.81,1.4,14.2,63.6
SW_0091,SW_0091: MULTI_LOOKBAC | 8Slots | LIVERMORE_ | THREE_TIER_T,MULTI_LOOKBACK,8,LIVERMORE_50,THREE_TIER_TIGHT,30.61,-13.44,-25.2,0.7,14.44,81.0,0.92,57.35,22.76,29.32,22.8,0.84,1.16,19.3,58.2
SW_0514,SW_0514: OVERSOLD_SPRI | 3Slots | LIVERMORE_ | REGIME_ADAPT,OVERSOLD_SPRINGBOARD,3,LIVERMORE_50,REGIME_ADAPTIVE,30.48,4.0,8.2,0.97,12.38,67.1,1.58,27.19,23.17,29.74,23.2,1.26,1.44,11.6,51.4
SW_0697,SW_0697: SECTOR_LEAD_R | 8Slots | AGGRESSIVE | THREE_TIER_W,SECTOR_LEAD_RS,8,AGGRESSIVE_75,THREE_TIER_WIDE,30.46,-16.08,-29.8,0.82,14.27,79.8,0.72,56.07,27.54,34.1,27.5,0.85,1.34,18.1,60.9
SW_0295,SW_0295: CLENOW_SMOOTH | 8Slots | LIVERMORE_ | CHANDELIER_R,CLENOW_SMOOTHNESS,8,LIVERMORE_50,CHANDELIER_RUNNER,30.39,-6.15,-12.0,0.61,10.94,57.8,0.94,56.58,34.72,41.28,34.7,0.81,1.47,10.2,64.6
SW_0685,SW_0685: SECTOR_LEAD_R | 8Slots | NONE | CHANDELIER_R,SECTOR_LEAD_RS,8,NONE,CHANDELIER_RUNNER,30.38,-22.7,-40.5,0.67,14.51,81.4,0.92,67.43,36.8,43.36,36.8,0.87,1.58,16.3,64.3
SW_0519,SW_0519: OVERSOLD_SPRI | 3Slots | AGGRESSIVE | REGIME_ADAPT,OVERSOLD_SPRINGBOARD,3,AGGRESSIVE_75,REGIME_ADAPTIVE,30.31,4.53,9.3,1.01,11.49,61.4,2.14,35.93,16.1,22.66,16.1,1.18,1.29,12.4,55.7
SW_0606,SW_0606: SECTOR_LEAD_R | 3Slots | CONSERVATI | THREE_TIER_T,SECTOR_LEAD_RS,3,CONSERVATIVE_25,THREE_TIER_TIGHT,30.08,-19.93,-36.1,0.77,13.01,71.2,0.75,74.99,25.23,31.79,25.2,0.79,1.26,23.5,62.1
SW_0111,SW_0111: MULTI_LOOKBAC | 3Slots | LIVERMORE_ | THREE_TIER_T,MULTI_LOOKBACK_HYPER,3,LIVERMORE_50,THREE_TIER_TIGHT,29.95,-17.13,-31.5,0.38,14.41,80.8,1.09,44.58,34.5,41.06,34.5,0.92,1.27,21.4,58.2
SW_0534,SW_0534: OVERSOLD_SPRI | 4Slots | LIVERMORE_ | REGIME_ADAPT,OVERSOLD_SPRINGBOARD,4,LIVERMORE_50,REGIME_ADAPTIVE,29.85,6.01,12.5,1.13,9.37,48.3,1.51,44.51,15.4,21.96,15.4,1.21,1.26,12.6,50.0
SW_0227,SW_0227: CLENOW_SMOOTH | 4Slots | CONSERVATI | THREE_TIER_W,CLENOW_SMOOTHNESS,4,CONSERVATIVE_25,THREE_TIER_WIDE,29.8,-6.07,-11.9,0.68,10.18,53.2,0.63,54.62,35.62,42.18,35.6,0.86,1.34,15.5,61.0
SW_0235,SW_0235: CLENOW_SMOOTH | 4Slots | LIVERMORE_ | CHANDELIER_R,CLENOW_SMOOTHNESS,4,LIVERMORE_50,CHANDELIER_RUNNER,29.74,-9.25,-17.8,0.51,13.02,71.3,0.65,53.6,28.03,34.6,28.0,0.86,1.29,18.3,60.2
SW_0656,SW_0656: SECTOR_LEAD_R | 5Slots | AGGRESSIVE | THREE_TIER_T,SECTOR_LEAD_RS,5,AGGRESSIVE_75,THREE_TIER_TIGHT,29.63,-10.91,-20.8,0.74,12.38,67.0,0.76,58.63,21.6,28.16,21.6,0.76,1.24,17.3,61.6
SW_0066,SW_0066: MULTI_LOOKBAC | 6Slots | CONSERVATI | THREE_TIER_T,MULTI_LOOKBACK,6,CONSERVATIVE_25,THREE_TIER_TIGHT,29.62,-17.33,-31.9,0.63,15.97,91.8,0.8,47.87,22.22,28.79,22.2,0.85,1.14,24.4,57.6
SW_0977,SW_0977: MULTI_FACTOR_ | 6Slots | AGGRESSIVE | THREE_TIER_W,MULTI_FACTOR_APEX,6,AGGRESSIVE_75,THREE_TIER_WIDE,29.52,-16.95,-31.2,0.72,17.2,100.9,1.14,51.45,4.04,10.6,4.0,0.79,0.96,18.7,55.3
SW_0913,SW_0913: MULTI_FACTOR_ | 3Slots | LIVERMORE_ | ASYMMETRIC_R,MULTI_FACTOR_APEX,3,LIVERMORE_50,ASYMMETRIC_RUNNER,29.47,-25.33,-44.5,0.73,17.35,102.1,0.83,49.87,32.5,39.07,32.5,1.13,1.28,16.3,54.3
SW_0945,SW_0945: MULTI_FACTOR_ | 5Slots | NONE | CHANDELIER_R,MULTI_FACTOR_APEX,5,NONE,CHANDELIER_RUNNER,29.36,-20.72,-37.4,0.79,16.67,97.0,0.96,37.23,41.28,47.84,41.3,0.99,1.48,18.2,60.1
SW_0290,SW_0290: CLENOW_SMOOTH | 8Slots | CONSERVATI | CHANDELIER_R,CLENOW_SMOOTHNESS,8,CONSERVATIVE_25,CHANDELIER_RUNNER,29.33,-6.15,-12.0,0.71,11.69,62.6,0.87,51.11,31.27,37.83,31.3,0.76,1.43,9.7,65.2
SW_0298,SW_0298: CLENOW_SMOOTH | 8Slots | AGGRESSIVE | ASYMMETRIC_R,CLENOW_SMOOTHNESS,8,AGGRESSIVE_75,ASYMMETRIC_RUNNER,29.32,-4.15,-8.2,0.8,9.91,51.5,0.97,54.46,38.83,45.39,38.8,0.9,1.54,9.3,62.3
SW_0978,SW_0978: MULTI_FACTOR_ | 6Slots | AGGRESSIVE | ASYMMETRIC_R,MULTI_FACTOR_APEX,6,AGGRESSIVE_75,ASYMMETRIC_RUNNER,29.11,-17.17,-31.6,0.65,14.79,83.4,0.9,55.8,12.7,19.26,12.7,0.81,1.06,17.9,57.5
SW_0648,SW_0648: SECTOR_LEAD_R | 5Slots | CONSERVATI | ASYMMETRIC_R,SECTOR_LEAD_RS,5,CONSERVATIVE_25,ASYMMETRIC_RUNNER,29.04,-15.56,-28.9,0.74,14.01,78.0,0.55,58.73,17.19,23.75,17.2,0.69,1.16,20.5,63.1
SW_0257,SW_0257: CLENOW_SMOOTH | 5Slots | AGGRESSIVE | THREE_TIER_W,CLENOW_SMOOTHNESS,5,AGGRESSIVE_75,THREE_TIER_WIDE,28.9,-5.16,-10.1,0.68,11.58,61.9,0.83,49.77,21.02,27.58,21.0,0.9,1.22,17.8,57.3
SW_0991,SW_0991: MULTI_FACTOR_ | 8Slots | LIVERMORE_ | THREE_TIER_T,MULTI_FACTOR_APEX,8,LIVERMORE_50,THREE_TIER_TIGHT,28.78,-13.52,-25.4,0.76,15.75,90.2,1.18,39.71,19.23,25.79,19.2,0.96,1.16,17.4,54.8
SW_0217,SW_0217: CLENOW_SMOOTH | 3Slots | AGGRESSIVE | THREE_TIER_W,CLENOW_SMOOTHNESS,3,AGGRESSIVE_75,THREE_TIER_WIDE,28.71,-6.72,-13.1,0.72,10.41,54.6,0.7,50.7,34.87,41.43,34.9,0.98,1.36,17.9,59.1
SW_0912,SW_0912: MULTI_FACTOR_ | 3Slots | LIVERMORE_ | THREE_TIER_W,MULTI_FACTOR_APEX,3,LIVERMORE_50,THREE_TIER_WIDE,28.7,-31.49,14.5,0.69,6.97,34.5,1.0,38.66,26.03,32.6,26.0,1.16,1.23,20.4,53.2
SW_0690,SW_0690: SECTOR_LEAD_R | 8Slots | CONSERVATI | CHANDELIER_R,SECTOR_LEAD_RS,8,CONSERVATIVE_25,CHANDELIER_RUNNER,28.64,-14.12,-26.4,0.62,10.68,56.2,0.67,71.07,35.8,42.36,35.8,0.84,1.56,17.4,65.1
SW_0248,SW_0248: CLENOW_SMOOTH | 5Slots | CONSERVATI | ASYMMETRIC_R,CLENOW_SMOOTHNESS,5,CONSERVATIVE_25,ASYMMETRIC_RUNNER,28.6,-4.71,-9.3,0.61,11.12,59.0,0.77,40.04,34.75,41.31,34.8,0.87,1.42,14.5,61.5
SW_0340,SW_0340: CLENOW_HIGH_C | 4Slots | AGGRESSIVE | CHANDELIER_R,CLENOW_HIGH_CONVICTION,4,AGGRESSIVE_75,CHANDELIER_RUNNER,28.52,2.66,5.4,0.55,7.51,37.5,0.69,57.08,27.66,34.23,27.7,0.74,1.74,5.4,71.7
SW_0990,SW_0990: MULTI_FACTOR_ | 8Slots | CONSERVATI | CHANDELIER_R,MULTI_FACTOR_APEX,8,CONSERVATIVE_25,CHANDELIER_RUNNER,28.45,-19.65,-35.7,0.65,13.47,74.3,0.98,51.44,43.75,50.31,43.8,0.98,1.51,14.9,60.0
SW_0084,SW_0084: MULTI_LOOKBAC | 8Slots | NONE | REGIME_ADAPT,MULTI_LOOKBACK,8,NONE,REGIME_ADAPTIVE,27.98,-20.64,-37.3,0.7,15.66,89.6,0.91,47.76,27.47,34.03,27.5,0.85,1.25,18.2,59.5
SW_0950,SW_0950: MULTI_FACTOR_ | 5Slots | CONSERVATI | CHANDELIER_R,MULTI_FACTOR_APEX,5,CONSERVATIVE_25,CHANDELIER_RUNNER,27.91,-18.13,-33.2,0.73,16.78,97.8,0.77,28.41,26.45,33.01,26.4,0.87,1.29,16.6,60.6
SW_0959,SW_0959: MULTI_FACTOR_ | 5Slots | AGGRESSIVE | REGIME_ADAPT,MULTI_FACTOR_APEX,5,AGGRESSIVE_75,REGIME_ADAPTIVE,27.86,-8.91,-17.1,0.79,12.2,65.9,1.06,48.79,13.07,19.63,13.1,0.95,1.15,19.5,54.6
SW_0646,SW_0646: SECTOR_LEAD_R | 5Slots | CONSERVATI | THREE_TIER_T,SECTOR_LEAD_RS,5,CONSERVATIVE_25,THREE_TIER_TIGHT,27.8,-11.56,-21.9,0.87,12.04,64.9,0.84,60.52,17.58,24.14,17.6,0.74,1.18,21.9,60.7
SW_0296,SW_0296: CLENOW_SMOOTH | 8Slots | AGGRESSIVE | THREE_TIER_T,CLENOW_SMOOTHNESS,8,AGGRESSIVE_75,THREE_TIER_TIGHT,27.62,-6.77,-13.2,0.71,10.08,52.6,0.99,58.09,29.27,35.83,29.3,0.93,1.33,10.4,59.0
SW_0652,SW_0652: SECTOR_LEAD_R | 5Slots | LIVERMORE_ | THREE_TIER_W,SECTOR_LEAD_RS,5,LIVERMORE_50,THREE_TIER_WIDE,27.5,-10.23,-19.6,0.85,8.79,44.9,0.54,68.64,31.02,37.59,31.0,0.78,1.42,16.1,64.2
SW_0649,SW_0649: SECTOR_LEAD_R | 5Slots | CONSERVATI | REGIME_ADAPT,SECTOR_LEAD_RS,5,CONSERVATIVE_25,REGIME_ADAPTIVE,27.41,-11.4,-21.7,0.86,11.7,62.7,0.66,52.41,23.46,30.03,23.5,0.81,1.26,21.8,60.1
SW_0609,SW_0609: SECTOR_LEAD_R | 3Slots | CONSERVATI | REGIME_ADAPT,SECTOR_LEAD_RS,3,CONSERVATIVE_25,REGIME_ADAPTIVE,27.29,-26.52,-46.3,0.7,14.52,81.5,0.78,46.1,33.48,40.04,33.5,0.9,1.4,19.2,60.8
SW_0665,SW_0665: SECTOR_LEAD_R | 6Slots | NONE | CHANDELIER_R,SECTOR_LEAD_RS,6,NONE,CHANDELIER_RUNNER,27.24,-22.18,-39.7,0.63,12.71,69.3,0.78,55.7,46.26,52.82,46.3,0.86,1.69,16.1,66.1
SW_0688,SW_0688: SECTOR_LEAD_R | 8Slots | CONSERVATI | ASYMMETRIC_R,SECTOR_LEAD_RS,8,CONSERVATIVE_25,ASYMMETRIC_RUNNER,26.91,-15.95,-29.6,0.78,12.54,68.1,0.68,69.28,13.9,20.46,13.9,0.78,1.13,18.5,59.7
SW_0906,SW_0906: MULTI_FACTOR_ | 3Slots | CONSERVATI | THREE_TIER_T,MULTI_FACTOR_APEX,3,CONSERVATIVE_25,THREE_TIER_TIGHT,26.7,-15.47,-28.8,0.78,15.05,85.3,1.12,22.52,23.11,29.68,23.1,0.93,1.17,19.4,56.1
SW_0988,SW_0988: MULTI_FACTOR_ | 8Slots | CONSERVATI | ASYMMETRIC_R,MULTI_FACTOR_APEX,8,CONSERVATIVE_25,ASYMMETRIC_RUNNER,26.68,-14.23,-26.6,0.66,14.52,81.5,1.01,42.13,18.42,24.98,18.4,0.91,1.15,21.2,56.0
SW_0094,SW_0094: MULTI_LOOKBAC | 8Slots | LIVERMORE_ | REGIME_ADAPT,MULTI_LOOKBACK,8,LIVERMORE_50,REGIME_ADAPTIVE,26.63,-16.85,-31.1,0.68,12.46,67.6,0.88,60.4,27.43,34.0,27.4,0.81,1.27,20.0,60.1
SW_0380,SW_0380: CLENOW_HIGH_C | 6Slots | AGGRESSIVE | CHANDELIER_R,CLENOW_HIGH_CONVICTION,6,AGGRESSIVE_75,CHANDELIER_RUNNER,26.63,7.08,14.8,0.64,5.51,26.6,0.76,51.61,24.16,30.72,24.2,0.77,1.76,4.9,68.3
SW_0537,SW_0537: OVERSOLD_SPRI | 4Slots | AGGRESSIVE | THREE_TIER_W,OVERSOLD_SPRINGBOARD,4,AGGRESSIVE_75,THREE_TIER_WIDE,26.48,-7.43,-14.4,0.83,14.24,79.6,1.71,39.0,9.08,15.64,9.1,1.21,1.08,11.4,48.2
SW_0240,SW_0240: CLENOW_SMOOTH | 4Slots | AGGRESSIVE | CHANDELIER_R,CLENOW_SMOOTHNESS,4,AGGRESSIVE_75,CHANDELIER_RUNNER,26.34,-4.84,-9.5,0.58,9.93,51.7,0.66,49.65,22.31,28.88,22.3,0.9,1.22,24.2,57.7
SW_0612,SW_0612: SECTOR_LEAD_R | 3Slots | LIVERMORE_ | THREE_TIER_W,SECTOR_LEAD_RS,3,LIVERMORE_50,THREE_TIER_WIDE,26.32,-11.74,-22.2,0.78,10.69,56.3,0.45,57.68,25.81,32.37,25.8,0.76,1.26,19.6,62.5
SW_0965,SW_0965: MULTI_FACTOR_ | 6Slots | NONE | CHANDELIER_R,MULTI_FACTOR_APEX,6,NONE,CHANDELIER_RUNNER,26.25,-22.86,-40.7,0.77,15.67,89.7,0.87,37.55,34.21,40.77,34.2,0.95,1.4,15.9,59.7
SW_0277,SW_0277: CLENOW_SMOOTH | 6Slots | AGGRESSIVE | THREE_TIER_W,CLENOW_SMOOTHNESS,6,AGGRESSIVE_75,THREE_TIER_WIDE,26.22,-2.59,-5.2,0.68,5.05,24.2,0.89,67.41,36.16,42.72,36.2,0.97,1.43,12.0,59.2
SW_0518,SW_0518: OVERSOLD_SPRI | 3Slots | AGGRESSIVE | ASYMMETRIC_R,OVERSOLD_SPRINGBOARD,3,AGGRESSIVE_75,ASYMMETRIC_RUNNER,26.1,-2.59,-5.2,0.66,10.96,58.0,2.28,39.66,29.16,35.73,29.2,1.28,1.62,10.6,54.9
SW_0292,SW_0292: CLENOW_SMOOTH | 8Slots | LIVERMORE_ | THREE_TIER_W,CLENOW_SMOOTHNESS,8,LIVERMORE_50,THREE_TIER_WIDE,26.04,-6.08,-11.9,0.71,8.2,41.4,0.86,59.28,27.98,34.54,28.0,0.91,1.33,10.5,58.8
SW_0287,SW_0287: CLENOW_SMOOTH | 8Slots | CONSERVATI | THREE_TIER_W,CLENOW_SMOOTHNESS,8,CONSERVATIVE_25,THREE_TIER_WIDE,26.03,-5.28,-10.4,0.79,8.6,43.7,0.79,55.66,26.9,33.47,26.9,0.9,1.33,9.8,59.6
SW_0668,SW_0668: SECTOR_LEAD_R | 6Slots | CONSERVATI | ASYMMETRIC_R,SECTOR_LEAD_RS,6,CONSERVATIVE_25,ASYMMETRIC_RUNNER,25.95,-19.91,-36.1,0.72,13.36,73.6,0.66,57.23,24.68,31.25,24.7,0.73,1.3,19.6,63.5
SW_0987,SW_0987: MULTI_FACTOR_ | 8Slots | CONSERVATI | THREE_TIER_W,MULTI_FACTOR_APEX,8,CONSERVATIVE_25,THREE_TIER_WIDE,25.94,-12.8,-24.1,0.73,12.68,69.1,0.95,42.64,28.85,35.42,28.9,0.95,1.29,17.0,57.8
SW_0695,SW_0695: SECTOR_LEAD_R | 8Slots | LIVERMORE_ | CHANDELIER_R,SECTOR_LEAD_RS,8,LIVERMORE_50,CHANDELIER_RUNNER,25.89,-16.76,-30.9,0.49,10.98,58.1,0.72,64.76,29.45,36.02,29.4,0.84,1.4,18.9,62.7
SW_0601,SW_0601: SECTOR_LEAD_R | 3Slots | NONE | THREE_TIER_T,SECTOR_LEAD_RS,3,NONE,THREE_TIER_TIGHT,25.89,-24.71,-43.6,0.82,9.43,48.6,0.95,86.31,32.09,38.66,32.1,0.94,1.35,23.2,59.3
SW_0238,SW_0238: CLENOW_SMOOTH | 4Slots | AGGRESSIVE | ASYMMETRIC_R,CLENOW_SMOOTHNESS,4,AGGRESSIVE_75,ASYMMETRIC_RUNNER,25.87,-6.64,-12.9,0.64,8.02,40.4,0.84,46.65,43.03,49.59,43.0,1.05,1.47,17.4,57.9
SW_0628,SW_0628: SECTOR_LEAD_R | 4Slots | CONSERVATI | ASYMMETRIC_R,SECTOR_LEAD_RS,4,CONSERVATIVE_25,ASYMMETRIC_RUNNER,25.81,-16.34,-30.2,0.74,11.68,62.5,0.8,58.58,24.62,31.18,24.6,0.73,1.29,19.6,63.8
SW_0553,SW_0553: OVERSOLD_SPRI | 5Slots | LIVERMORE_ | ASYMMETRIC_R,OVERSOLD_SPRINGBOARD,5,LIVERMORE_50,ASYMMETRIC_RUNNER,25.71,-5.93,-11.6,0.88,11.24,59.8,1.32,47.52,23.68,30.24,23.7,1.22,1.6,9.9,57.6
SW_0967,SW_0967: MULTI_FACTOR_ | 6Slots | CONSERVATI | THREE_TIER_W,MULTI_FACTOR_APEX,6,CONSERVATIVE_25,THREE_TIER_WIDE,25.65,-21.36,-38.4,0.7,15.18,86.1,0.99,52.17,14.74,21.3,14.7,0.85,1.1,19.3,57.7
SW_0360,SW_0360: CLENOW_HIGH_C | 5Slots | AGGRESSIVE | CHANDELIER_R,CLENOW_HIGH_CONVICTION,5,AGGRESSIVE_75,CHANDELIER_RUNNER,25.51,4.88,10.1,0.64,7.74,38.8,0.75,41.98,18.59,25.15,18.6,0.67,1.47,7.2,67.9
SW_0335,SW_0335: CLENOW_HIGH_C | 4Slots | LIVERMORE_ | CHANDELIER_R,CLENOW_HIGH_CONVICTION,4,LIVERMORE_50,CHANDELIER_RUNNER,25.38,0.46,0.9,0.52,8.32,42.1,0.62,48.94,21.99,28.55,22.0,0.7,1.5,7.5,67.9
SW_0532,SW_0532: OVERSOLD_SPRI | 4Slots | LIVERMORE_ | THREE_TIER_W,OVERSOLD_SPRINGBOARD,4,LIVERMORE_50,THREE_TIER_WIDE,25.27,-6.95,-13.5,0.71,13.37,73.7,1.51,35.83,17.49,24.06,17.5,1.1,1.31,10.6,52.2
SW_0337,SW_0337: CLENOW_HIGH_C | 4Slots | AGGRESSIVE | THREE_TIER_W,CLENOW_HIGH_CONVICTION,4,AGGRESSIVE_75,THREE_TIER_WIDE,25.05,3.44,7.0,0.65,5.83,28.3,0.58,49.66,28.49,35.06,28.5,0.92,1.75,5.9,63.6
SW_0674,SW_0674: SECTOR_LEAD_R | 6Slots | LIVERMORE_ | REGIME_ADAPT,SECTOR_LEAD_RS,6,LIVERMORE_50,REGIME_ADAPTIVE,25.03,-14.01,-26.2,0.88,11.79,63.3,0.86,46.43,25.76,32.32,25.8,0.88,1.3,21.6,59.3
SW_0699,SW_0699: SECTOR_LEAD_R | 8Slots | AGGRESSIVE | REGIME_ADAPT,SECTOR_LEAD_RS,8,AGGRESSIVE_75,REGIME_ADAPTIVE,25.01,-17.4,-32.0,0.9,11.98,64.5,0.83,61.11,19.02,25.58,19.0,0.84,1.25,19.1,60.1
SW_0670,SW_0670: SECTOR_LEAD_R | 6Slots | CONSERVATI | CHANDELIER_R,SECTOR_LEAD_RS,6,CONSERVATIVE_25,CHANDELIER_RUNNER,24.94,-20.14,-36.5,0.5,9.59,49.6,0.68,70.62,43.94,50.51,43.9,0.78,1.65,16.2,68.4
SW_0285,SW_0285: CLENOW_SMOOTH | 8Slots | NONE | CHANDELIER_R,CLENOW_SMOOTHNESS,8,NONE,CHANDELIER_RUNNER,24.91,-8.83,-17.0,0.68,9.93,51.6,0.88,54.51,28.46,35.02,28.5,0.87,1.39,9.0,61.4
SW_0622,SW_0622: SECTOR_LEAD_R | 4Slots | NONE | THREE_TIER_W,SECTOR_LEAD_RS,4,NONE,THREE_TIER_WIDE,24.88,-21.85,-39.2,0.76,11.62,62.1,0.81,65.45,24.76,31.32,24.8,0.86,1.3,20.9,60.7
SW_0693,SW_0693: SECTOR_LEAD_R | 8Slots | LIVERMORE_ | ASYMMETRIC_R,SECTOR_LEAD_RS,8,LIVERMORE_50,ASYMMETRIC_RUNNER,24.88,-16.29,-30.1,0.71,12.0,64.6,0.68,60.07,15.92,22.49,15.9,0.83,1.15,17.9,58.7
SW_0308,SW_0308: CLENOW_HIGH_C | 3Slots | CONSERVATI | ASYMMETRIC_R,CLENOW_HIGH_CONVICTION,3,CONSERVATIVE_25,ASYMMETRIC_RUNNER,24.71,1.33,2.7,0.58,7.82,39.3,0.45,39.48,30.81,37.37,30.8,0.73,1.7,6.8,69.4
SW_0651,SW_0651: SECTOR_LEAD_R | 5Slots | LIVERMORE_ | THREE_TIER_T,SECTOR_LEAD_RS,5,LIVERMORE_50,THREE_TIER_TIGHT,24.64,-16.78,-30.9,0.79,12.05,65.0,0.83,58.11,17.08,23.64,17.1,0.72,1.16,17.3,60.9
SW_0578,SW_0578: OVERSOLD_SPRI | 6Slots | AGGRESSIVE | ASYMMETRIC_R,OVERSOLD_SPRINGBOARD,6,AGGRESSIVE_75,ASYMMETRIC_RUNNER,24.61,-5.48,-10.8,0.92,9.17,47.1,1.74,53.96,21.58,28.14,21.6,1.18,1.4,12.1,54.9
SW_0293,SW_0293: CLENOW_SMOOTH | 8Slots | LIVERMORE_ | ASYMMETRIC_R,CLENOW_SMOOTHNESS,8,LIVERMORE_50,ASYMMETRIC_RUNNER,24.59,-8.66,-16.7,0.69,8.24,41.6,0.81,59.83,30.72,37.29,30.7,0.85,1.38,9.8,61.8
SW_0247,SW_0247: CLENOW_SMOOTH | 5Slots | CONSERVATI | THREE_TIER_W,CLENOW_SMOOTHNESS,5,CONSERVATIVE_25,THREE_TIER_WIDE,24.54,-3.09,-6.1,0.68,8.01,40.3,0.77,39.34,32.5,39.07,32.5,0.88,1.36,14.7,60.6
SW_0985,SW_0985: MULTI_FACTOR_ | 8Slots | NONE | CHANDELIER_R,MULTI_FACTOR_APEX,8,NONE,CHANDELIER_RUNNER,24.54,-20.29,-36.7,0.77,15.57,88.9,0.96,30.11,29.08,35.64,29.1,0.98,1.31,15.1,57.4
SW_0307,SW_0307: CLENOW_HIGH_C | 3Slots | CONSERVATI | THREE_TIER_W,CLENOW_HIGH_CONVICTION,3,CONSERVATIVE_25,THREE_TIER_WIDE,24.51,4.93,10.2,0.66,7.7,38.5,0.43,30.78,27.97,34.54,28.0,0.78,1.58,6.7,67.3
SW_0350,SW_0350: CLENOW_HIGH_C | 5Slots | CONSERVATI | CHANDELIER_R,CLENOW_HIGH_CONVICTION,5,CONSERVATIVE_25,CHANDELIER_RUNNER,24.45,6.38,13.3,0.66,6.74,33.2,0.49,37.19,21.35,27.92,21.4,0.67,1.56,5.6,69.5
SW_0907,SW_0907: MULTI_FACTOR_ | 3Slots | CONSERVATI | THREE_TIER_W,MULTI_FACTOR_APEX,3,CONSERVATIVE_25,THREE_TIER_WIDE,24.37,-5.08,-10.0,0.84,11.78,63.2,1.29,16.14,23.21,29.78,23.2,0.91,1.17,21.3,56.8
SW_0538,SW_0538: OVERSOLD_SPRI | 4Slots | AGGRESSIVE | ASYMMETRIC_R,OVERSOLD_SPRINGBOARD,4,AGGRESSIVE_75,ASYMMETRIC_RUNNER,24.36,-3.68,-7.3,0.79,12.84,70.1,1.77,33.36,7.19,13.75,7.2,1.2,1.1,10.6,49.5
