id,name,asset_mode,filter,basket_size,exit_protocol,composite_score,full_ret,full_alpha,full_xirr,one_yr_ret,one_yr_alpha,one_yr_xirr,bear_ret,bear_alpha,bear_xirr,bull_ret,full_pr,full_dd
SIP_0363,SIP_0363: TACTICAL_MA | 52W_HIGH_PROXI | 5Stk | ADAPTIVE_STR,TACTICAL_MACRO_90_10,52W_HIGH_PROXIMITY,5,ADAPTIVE_STRUCTURAL,9.32,6.33,-11.41,4.7,1.67,4.12,3.7,-13.67,6.58,14.5,18.75,2.68,9.1
SIP_0336,SIP_0336: TACTICAL_MA | MULTI_LOOKBACK | 5Stk | VAN_THARP_3T,TACTICAL_MACRO_90_10,MULTI_LOOKBACK_BLEND,5,VAN_THARP_3TIER,9.3,0.48,-17.27,0.4,8.1,10.55,18.2,-19.36,0.9,14.5,18.09,0.33,11.1
SIP_0051,SIP_0051: PURE_STOCKS | MOM_HURDLE_20 | 3Stk | VAN_THARP_3T,PURE_STOCKS,MOM_HURDLE_20,3,VAN_THARP_3TIER,9.29,-5.46,-23.2,-4.2,13.55,16.0,31.1,-17.5,2.75,14.5,19.3,0.32,15.2
SIP_0257,SIP_0257: TACTICAL_MA | MOM_HURDLE_20 | 4Stk | SMART_STEPLA,TACTICAL_MACRO_90_10,MOM_HURDLE_20,4,SMART_STEPLADDER,9.28,1.78,-15.97,1.3,10.96,13.41,24.9,-17.85,2.4,14.5,12.85,2.33,14.5
SIP_0346,SIP_0346: TACTICAL_MA | MULTI_LOOKBACK | 8Stk | VAN_THARP_3T,TACTICAL_MACRO_90_10,MULTI_LOOKBACK_BLEND,8,VAN_THARP_3TIER,9.28,4.55,-13.2,3.4,5.61,8.06,12.5,-16.5,3.75,14.5,15.85,0.39,5.5
SIP_0010,SIP_0010: PURE_STOCKS | CLENOW_MOMENTU | 4Stk | TIME_DECAY_M,PURE_STOCKS,CLENOW_MOMENTUM,4,TIME_DECAY_MOMENTUM,9.25,5.89,-11.86,4.3,9.16,11.61,20.7,-16.58,3.67,14.5,9.7,1.37,13.0
SIP_0653,SIP_0653: MOMENTUM_RO | MOM_HURDLE_20 | 3Stk | ADAPTIVE_STR,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_20,3,ADAPTIVE_STRUCTURAL,9.23,0.5,-17.24,0.4,8.6,11.05,19.4,-17.02,3.23,14.5,17.13,2.07,17.7
SIP_0853,SIP_0853: MULTI_ASSET | MOM_HURDLE_20 | 3Stk | ADAPTIVE_STR,MULTI_ASSET_BALANCED,MOM_HURDLE_20,3,ADAPTIVE_STRUCTURAL,9.23,0.5,-17.24,0.4,8.6,11.05,19.4,-17.02,3.23,14.5,17.13,2.07,17.7
SIP_0453,SIP_0453: TACTICAL_MA | MOM_HURDLE_20 | 3Stk | ADAPTIVE_STR,TACTICAL_MACRO_80_20,MOM_HURDLE_20,3,ADAPTIVE_STRUCTURAL,9.23,0.5,-17.24,0.4,8.6,11.05,19.4,-17.02,3.23,14.5,17.13,2.07,17.7
SIP_0933,SIP_0933: MULTI_ASSET | MULTI_LOOKBACK | 4Stk | ADAPTIVE_STR,MULTI_ASSET_BALANCED,MULTI_LOOKBACK_BLEND,4,ADAPTIVE_STRUCTURAL,9.21,1.67,-16.08,1.2,12.57,15.02,28.8,-20.29,-0.04,14.5,10.68,1.73,12.1
SIP_0533,SIP_0533: TACTICAL_MA | MULTI_LOOKBACK | 4Stk | ADAPTIVE_STR,TACTICAL_MACRO_80_20,MULTI_LOOKBACK_BLEND,4,ADAPTIVE_STRUCTURAL,9.21,1.67,-16.08,1.2,12.57,15.02,28.8,-20.29,-0.04,14.5,10.68,1.73,12.1
SIP_0568,SIP_0568: TACTICAL_MA | 52W_HIGH_PROXI | 6Stk | ADAPTIVE_STR,TACTICAL_MACRO_80_20,52W_HIGH_PROXIMITY,6,ADAPTIVE_STRUCTURAL,9.21,5.21,-12.54,3.9,1.2,3.65,2.6,-14.57,5.68,14.5,20.15,2.9,10.3
SIP_0733,SIP_0733: MOMENTUM_RO | MULTI_LOOKBACK | 4Stk | ADAPTIVE_STR,MOMENTUM_ROTATE_DYNAMIC,MULTI_LOOKBACK_BLEND,4,ADAPTIVE_STRUCTURAL,9.21,1.67,-16.08,1.2,12.57,15.02,28.8,-20.29,-0.04,14.5,10.68,1.73,12.1
SIP_0768,SIP_0768: MOMENTUM_RO | 52W_HIGH_PROXI | 6Stk | ADAPTIVE_STR,MOMENTUM_ROTATE_DYNAMIC,52W_HIGH_PROXIMITY,6,ADAPTIVE_STRUCTURAL,9.21,5.21,-12.54,3.9,1.2,3.65,2.6,-14.57,5.68,14.5,20.15,2.9,10.3
SIP_0968,SIP_0968: MULTI_ASSET | 52W_HIGH_PROXI | 6Stk | ADAPTIVE_STR,MULTI_ASSET_BALANCED,52W_HIGH_PROXIMITY,6,ADAPTIVE_STRUCTURAL,9.21,5.21,-12.54,3.9,1.2,3.65,2.6,-14.57,5.68,14.5,20.15,2.9,10.3
SIP_0370,SIP_0370: TACTICAL_MA | 52W_HIGH_PROXI | 6Stk | TIME_DECAY_M,TACTICAL_MACRO_90_10,52W_HIGH_PROXIMITY,6,TIME_DECAY_MOMENTUM,9.18,2.49,-15.26,1.9,5.41,7.86,12.1,-13.58,6.67,14.5,18.23,2.58,11.7
SIP_0135,SIP_0135: PURE_STOCKS | MULTI_LOOKBACK | 4Stk | TIME_DECAY_M,PURE_STOCKS,MULTI_LOOKBACK_BLEND,4,TIME_DECAY_MOMENTUM,9.18,0.67,-17.08,0.5,13.57,16.02,31.1,-21.72,-1.47,14.5,10.5,1.73,16.7
SIP_0006,SIP_0006: PURE_STOCKS | CLENOW_MOMENTU | 4Stk | VAN_THARP_3T,PURE_STOCKS,CLENOW_MOMENTUM,4,VAN_THARP_3TIER,9.17,5.81,-11.94,4.3,9.01,11.46,20.3,-16.55,3.7,14.5,9.48,0.36,8.7
SIP_0300,SIP_0300: TACTICAL_MA | MOM_HURDLE_30 | 8Stk | TIME_DECAY_M,TACTICAL_MACRO_90_10,MOM_HURDLE_30,8,TIME_DECAY_MOMENTUM,9.17,6.98,-10.77,5.1,4.94,7.39,11.0,-15.18,5.07,14.5,13.2,2.44,12.0
SIP_0936,SIP_0936: MULTI_ASSET | MULTI_LOOKBACK | 5Stk | VAN_THARP_3T,MULTI_ASSET_BALANCED,MULTI_LOOKBACK_BLEND,5,VAN_THARP_3TIER,9.12,0.42,-17.33,0.3,7.53,9.98,16.9,-19.36,0.9,14.5,18.09,0.33,10.9
SIP_0536,SIP_0536: TACTICAL_MA | MULTI_LOOKBACK | 5Stk | VAN_THARP_3T,TACTICAL_MACRO_80_20,MULTI_LOOKBACK_BLEND,5,VAN_THARP_3TIER,9.12,0.42,-17.33,0.3,7.53,9.98,16.9,-19.36,0.9,14.5,18.09,0.33,10.9
SIP_0736,SIP_0736: MOMENTUM_RO | MULTI_LOOKBACK | 5Stk | VAN_THARP_3T,MOMENTUM_ROTATE_DYNAMIC,MULTI_LOOKBACK_BLEND,5,VAN_THARP_3TIER,9.12,0.42,-17.33,0.3,7.53,9.98,16.9,-19.36,0.9,14.5,18.09,0.33,10.9
SIP_0808,SIP_0808: MULTI_ASSET | CLENOW_MOMENTU | 4Stk | ADAPTIVE_STR,MULTI_ASSET_BALANCED,CLENOW_MOMENTUM,4,ADAPTIVE_STRUCTURAL,9.09,3.77,-13.98,2.8,10.41,12.86,23.6,-16.98,3.27,14.5,10.0,1.46,12.6
SIP_0944,SIP_0944: MULTI_ASSET | MULTI_LOOKBACK | 6Stk | DYNAMIC_ATR,MULTI_ASSET_BALANCED,MULTI_LOOKBACK_BLEND,6,DYNAMIC_ATR,9.09,5.37,-12.38,4.0,8.49,10.94,19.1,-17.28,2.97,14.5,10.27,1.77,8.5
SIP_0408,SIP_0408: TACTICAL_MA | CLENOW_MOMENTU | 4Stk | ADAPTIVE_STR,TACTICAL_MACRO_80_20,CLENOW_MOMENTUM,4,ADAPTIVE_STRUCTURAL,9.09,3.77,-13.98,2.8,10.41,12.86,23.6,-16.98,3.27,14.5,10.0,1.46,12.6
SIP_0608,SIP_0608: MOMENTUM_RO | CLENOW_MOMENTU | 4Stk | ADAPTIVE_STR,MOMENTUM_ROTATE_DYNAMIC,CLENOW_MOMENTUM,4,ADAPTIVE_STRUCTURAL,9.09,3.77,-13.98,2.8,10.41,12.86,23.6,-16.98,3.27,14.5,10.0,1.46,12.6
SIP_0544,SIP_0544: TACTICAL_MA | MULTI_LOOKBACK | 6Stk | DYNAMIC_ATR,TACTICAL_MACRO_80_20,MULTI_LOOKBACK_BLEND,6,DYNAMIC_ATR,9.09,5.37,-12.38,4.0,8.49,10.94,19.1,-17.28,2.97,14.5,10.27,1.77,8.5
SIP_0744,SIP_0744: MOMENTUM_RO | MULTI_LOOKBACK | 6Stk | DYNAMIC_ATR,MOMENTUM_ROTATE_DYNAMIC,MULTI_LOOKBACK_BLEND,6,DYNAMIC_ATR,9.09,5.37,-12.38,4.0,8.49,10.94,19.1,-17.28,2.97,14.5,10.27,1.77,8.5
SIP_0495,SIP_0495: TACTICAL_MA | MOM_HURDLE_30 | 6Stk | TIME_DECAY_M,TACTICAL_MACRO_80_20,MOM_HURDLE_30,6,TIME_DECAY_MOMENTUM,9.07,4.95,-12.8,3.6,5.33,7.78,11.9,-15.18,5.07,14.5,14.8,2.35,11.7
SIP_0746,SIP_0746: MOMENTUM_RO | MULTI_LOOKBACK | 8Stk | VAN_THARP_3T,MOMENTUM_ROTATE_DYNAMIC,MULTI_LOOKBACK_BLEND,8,VAN_THARP_3TIER,9.07,4.69,-13.06,3.5,4.8,7.25,10.7,-16.5,3.75,14.5,15.65,0.39,5.5
SIP_0695,SIP_0695: MOMENTUM_RO | MOM_HURDLE_30 | 6Stk | TIME_DECAY_M,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_30,6,TIME_DECAY_MOMENTUM,9.07,4.95,-12.8,3.6,5.33,7.78,11.9,-15.18,5.07,14.5,14.8,2.35,11.7
SIP_0546,SIP_0546: TACTICAL_MA | MULTI_LOOKBACK | 8Stk | VAN_THARP_3T,TACTICAL_MACRO_80_20,MULTI_LOOKBACK_BLEND,8,VAN_THARP_3TIER,9.07,4.69,-13.06,3.5,4.8,7.25,10.7,-16.5,3.75,14.5,15.65,0.39,5.5
SIP_0895,SIP_0895: MULTI_ASSET | MOM_HURDLE_30 | 6Stk | TIME_DECAY_M,MULTI_ASSET_BALANCED,MOM_HURDLE_30,6,TIME_DECAY_MOMENTUM,9.07,4.95,-12.8,3.6,5.33,7.78,11.9,-15.18,5.07,14.5,14.8,2.35,11.7
SIP_0946,SIP_0946: MULTI_ASSET | MULTI_LOOKBACK | 8Stk | VAN_THARP_3T,MULTI_ASSET_BALANCED,MULTI_LOOKBACK_BLEND,8,VAN_THARP_3TIER,9.07,4.69,-13.06,3.5,4.8,7.25,10.7,-16.5,3.75,14.5,15.65,0.39,5.5
SIP_0117,SIP_0117: PURE_STOCKS | MOM_HURDLE_40 | 6Stk | SMART_STEPLA,PURE_STOCKS,MOM_HURDLE_40,6,SMART_STEPLADDER,9.05,26.83,9.08,18.7,19.53,21.98,45.7,-8.04,12.21,-33.6,18.65,2.56,9.1
SIP_0963,SIP_0963: MULTI_ASSET | 52W_HIGH_PROXI | 5Stk | ADAPTIVE_STR,MULTI_ASSET_BALANCED,52W_HIGH_PROXIMITY,5,ADAPTIVE_STRUCTURAL,9.04,5.57,-12.17,4.1,1.48,3.93,3.2,-13.67,6.58,14.5,18.59,2.68,9.0
SIP_0563,SIP_0563: TACTICAL_MA | 52W_HIGH_PROXI | 5Stk | ADAPTIVE_STR,TACTICAL_MACRO_80_20,52W_HIGH_PROXIMITY,5,ADAPTIVE_STRUCTURAL,9.04,5.57,-12.17,4.1,1.48,3.93,3.2,-13.67,6.58,14.5,18.59,2.68,9.0
SIP_0763,SIP_0763: MOMENTUM_RO | 52W_HIGH_PROXI | 5Stk | ADAPTIVE_STR,MOMENTUM_ROTATE_DYNAMIC,52W_HIGH_PROXIMITY,5,ADAPTIVE_STRUCTURAL,9.04,5.57,-12.17,4.1,1.48,3.93,3.2,-13.67,6.58,14.5,18.59,2.68,9.0
SIP_0262,SIP_0262: TACTICAL_MA | MOM_HURDLE_20 | 5Stk | SMART_STEPLA,TACTICAL_MACRO_90_10,MOM_HURDLE_20,5,SMART_STEPLADDER,9.02,-3.44,-21.18,-2.6,10.48,12.92,23.8,-18.93,1.33,14.5,18.98,2.12,13.5
SIP_0770,SIP_0770: MOMENTUM_RO | 52W_HIGH_PROXI | 6Stk | TIME_DECAY_M,MOMENTUM_ROTATE_DYNAMIC,52W_HIGH_PROXIMITY,6,TIME_DECAY_MOMENTUM,8.97,2.26,-15.49,1.7,4.92,7.37,10.9,-13.58,6.67,14.5,18.14,2.58,11.6
SIP_0970,SIP_0970: MULTI_ASSET | 52W_HIGH_PROXI | 6Stk | TIME_DECAY_M,MULTI_ASSET_BALANCED,52W_HIGH_PROXIMITY,6,TIME_DECAY_MOMENTUM,8.97,2.26,-15.49,1.7,4.92,7.37,10.9,-13.58,6.67,14.5,18.14,2.58,11.6
SIP_0570,SIP_0570: TACTICAL_MA | 52W_HIGH_PROXI | 6Stk | TIME_DECAY_M,TACTICAL_MACRO_80_20,52W_HIGH_PROXIMITY,6,TIME_DECAY_MOMENTUM,8.97,2.26,-15.49,1.7,4.92,7.37,10.9,-13.58,6.67,14.5,18.14,2.58,11.6
SIP_0112,SIP_0112: PURE_STOCKS | MOM_HURDLE_40 | 5Stk | SMART_STEPLA,PURE_STOCKS,MOM_HURDLE_40,5,SMART_STEPLADDER,8.96,30.4,12.65,21.0,17.6,20.05,41.0,-8.84,11.41,-36.5,19.49,2.21,9.2
SIP_0244,SIP_0244: TACTICAL_MA | CLENOW_HIGH_CO | 6Stk | DYNAMIC_ATR,TACTICAL_MACRO_90_10,CLENOW_HIGH_CONVICTION,6,DYNAMIC_ATR,8.92,7.93,-9.82,5.8,7.13,9.58,16.0,-13.17,7.08,14.5,7.98,2.26,4.8
SIP_0173,SIP_0173: PURE_STOCKS | 52W_HIGH_PROXI | 8Stk | ADAPTIVE_STR,PURE_STOCKS,52W_HIGH_PROXIMITY,8,ADAPTIVE_STRUCTURAL,8.89,9.0,-8.75,6.6,0.61,3.06,1.4,-13.06,7.19,14.5,14.57,2.77,7.6
SIP_0657,SIP_0657: MOMENTUM_RO | MOM_HURDLE_20 | 4Stk | SMART_STEPLA,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_20,4,SMART_STEPLADDER,8.88,1.05,-16.7,0.8,10.04,12.49,22.8,-17.85,2.4,14.5,12.89,2.33,14.5
SIP_0857,SIP_0857: MULTI_ASSET | MOM_HURDLE_20 | 4Stk | SMART_STEPLA,MULTI_ASSET_BALANCED,MOM_HURDLE_20,4,SMART_STEPLADDER,8.88,1.05,-16.7,0.8,10.04,12.49,22.8,-17.85,2.4,14.5,12.89,2.33,14.5
SIP_0457,SIP_0457: TACTICAL_MA | MOM_HURDLE_20 | 4Stk | SMART_STEPLA,TACTICAL_MACRO_80_20,MOM_HURDLE_20,4,SMART_STEPLADDER,8.88,1.05,-16.7,0.8,10.04,12.49,22.8,-17.85,2.4,14.5,12.89,2.33,14.5
SIP_0207,SIP_0207: TACTICAL_MA | CLENOW_MOMENTU | 4Stk | SMART_STEPLA,TACTICAL_MACRO_90_10,CLENOW_MOMENTUM,4,SMART_STEPLADDER,8.83,5.56,-12.19,4.1,7.68,10.13,17.3,-16.53,3.72,14.5,9.82,1.49,13.8
SIP_0107,SIP_0107: PURE_STOCKS | MOM_HURDLE_40 | 4Stk | SMART_STEPLA,PURE_STOCKS,MOM_HURDLE_40,4,SMART_STEPLADDER,8.79,32.72,14.97,22.4,19.38,21.83,45.4,-8.45,11.8,-35.1,12.58,2.37,6.4
SIP_0343,SIP_0343: TACTICAL_MA | MULTI_LOOKBACK | 6Stk | ADAPTIVE_STR,TACTICAL_MACRO_90_10,MULTI_LOOKBACK_BLEND,6,ADAPTIVE_STRUCTURAL,8.78,2.12,-15.62,1.6,5.79,8.24,12.9,-17.44,2.81,14.5,16.28,1.72,9.7
SIP_0164,SIP_0164: PURE_STOCKS | 52W_HIGH_PROXI | 5Stk | DYNAMIC_ATR,PURE_STOCKS,52W_HIGH_PROXIMITY,5,DYNAMIC_ATR,8.75,4.43,-13.31,3.3,4.01,6.46,8.9,-13.52,6.73,14.5,15.41,2.62,10.6
SIP_0366,SIP_0366: TACTICAL_MA | 52W_HIGH_PROXI | 6Stk | VAN_THARP_3T,TACTICAL_MACRO_90_10,52W_HIGH_PROXIMITY,6,VAN_THARP_3TIER,8.74,4.35,-13.4,3.2,0.17,2.62,0.4,-14.31,5.94,14.5,20.31,0.39,4.4
SIP_0166,SIP_0166: PURE_STOCKS | 52W_HIGH_PROXI | 6Stk | VAN_THARP_3T,PURE_STOCKS,52W_HIGH_PROXIMITY,6,VAN_THARP_3TIER,8.71,4.37,-13.38,3.2,-0.23,2.22,-0.5,-14.31,5.94,14.5,20.68,0.39,4.9
SIP_0120,SIP_0120: PURE_STOCKS | MOM_HURDLE_40 | 6Stk | TIME_DECAY_M,PURE_STOCKS,MOM_HURDLE_40,6,TIME_DECAY_MOMENTUM,8.69,27.3,9.55,19.0,20.1,22.55,47.1,-7.8,12.45,-32.8,14.79,2.54,9.5
SIP_0966,SIP_0966: MULTI_ASSET | 52W_HIGH_PROXI | 6Stk | VAN_THARP_3T,MULTI_ASSET_BALANCED,52W_HIGH_PROXIMITY,6,VAN_THARP_3TIER,8.68,4.27,-13.47,3.2,0.02,2.47,0.1,-14.31,5.94,14.5,20.21,0.39,4.3
SIP_0566,SIP_0566: TACTICAL_MA | 52W_HIGH_PROXI | 6Stk | VAN_THARP_3T,TACTICAL_MACRO_80_20,52W_HIGH_PROXIMITY,6,VAN_THARP_3TIER,8.68,4.27,-13.47,3.2,0.02,2.47,0.1,-14.31,5.94,14.5,20.21,0.39,4.3
SIP_0766,SIP_0766: MOMENTUM_RO | 52W_HIGH_PROXI | 6Stk | VAN_THARP_3T,MOMENTUM_ROTATE_DYNAMIC,52W_HIGH_PROXIMITY,6,VAN_THARP_3TIER,8.68,4.27,-13.47,3.2,0.02,2.47,0.1,-14.31,5.94,14.5,20.21,0.39,4.3
SIP_0900,SIP_0900: MULTI_ASSET | MOM_HURDLE_30 | 8Stk | TIME_DECAY_M,MULTI_ASSET_BALANCED,MOM_HURDLE_30,8,TIME_DECAY_MOMENTUM,8.67,5.47,-12.28,4.0,4.52,6.97,10.0,-15.18,5.07,14.5,13.14,2.44,11.9
SIP_0271,SIP_0271: TACTICAL_MA | MOM_HURDLE_20 | 8Stk | VAN_THARP_3T,TACTICAL_MACRO_90_10,MOM_HURDLE_20,8,VAN_THARP_3TIER,8.67,-7.52,-25.27,-5.8,15.97,18.42,37.0,-19.57,0.68,14.5,15.99,0.43,8.8
SIP_0700,SIP_0700: MOMENTUM_RO | MOM_HURDLE_30 | 8Stk | TIME_DECAY_M,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_30,8,TIME_DECAY_MOMENTUM,8.67,5.47,-12.28,4.0,4.52,6.97,10.0,-15.18,5.07,14.5,13.14,2.44,11.9
SIP_0500,SIP_0500: TACTICAL_MA | MOM_HURDLE_30 | 8Stk | TIME_DECAY_M,TACTICAL_MACRO_80_20,MOM_HURDLE_30,8,TIME_DECAY_MOMENTUM,8.67,5.47,-12.28,4.0,4.52,6.97,10.0,-15.18,5.07,14.5,13.14,2.44,11.9
SIP_0205,SIP_0205: TACTICAL_MA | CLENOW_MOMENTU | 3Stk | TIME_DECAY_M,TACTICAL_MACRO_90_10,CLENOW_MOMENTUM,3,TIME_DECAY_MOMENTUM,8.64,4.52,-13.23,3.3,9.49,11.94,21.5,-18.25,2.0,14.5,7.98,1.46,13.0
SIP_0662,SIP_0662: MOMENTUM_RO | MOM_HURDLE_20 | 5Stk | SMART_STEPLA,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_20,5,SMART_STEPLADDER,8.61,-3.88,-21.62,-2.9,9.38,11.83,21.2,-18.93,1.33,14.5,18.86,2.12,13.4
SIP_0462,SIP_0462: TACTICAL_MA | MOM_HURDLE_20 | 5Stk | SMART_STEPLA,TACTICAL_MACRO_80_20,MOM_HURDLE_20,5,SMART_STEPLADDER,8.61,-3.88,-21.62,-2.9,9.38,11.83,21.2,-18.93,1.33,14.5,18.86,2.12,13.4
SIP_0862,SIP_0862: MULTI_ASSET | MOM_HURDLE_20 | 5Stk | SMART_STEPLA,MULTI_ASSET_BALANCED,MOM_HURDLE_20,5,SMART_STEPLADDER,8.61,-3.88,-21.62,-2.9,9.38,11.83,21.2,-18.93,1.33,14.5,18.86,2.12,13.4
SIP_0002,SIP_0002: PURE_STOCKS | CLENOW_MOMENTU | 3Stk | SMART_STEPLA,PURE_STOCKS,CLENOW_MOMENTUM,3,SMART_STEPLADDER,8.61,3.89,-13.85,2.9,10.33,12.78,23.4,-17.96,2.29,14.5,7.49,1.47,15.2
SIP_0444,SIP_0444: TACTICAL_MA | CLENOW_HIGH_CO | 6Stk | DYNAMIC_ATR,TACTICAL_MACRO_80_20,CLENOW_HIGH_CONVICTION,6,DYNAMIC_ATR,8.59,7.16,-10.59,5.3,6.45,8.9,14.4,-13.17,7.08,14.5,8.04,2.26,4.3
SIP_0332,SIP_0332: TACTICAL_MA | MULTI_LOOKBACK | 4Stk | SMART_STEPLA,TACTICAL_MACRO_90_10,MULTI_LOOKBACK_BLEND,4,SMART_STEPLADDER,8.59,0.99,-16.76,0.7,11.32,13.77,25.8,-21.62,-1.37,14.5,10.03,1.86,13.9
SIP_0844,SIP_0844: MULTI_ASSET | CLENOW_HIGH_CO | 6Stk | DYNAMIC_ATR,MULTI_ASSET_BALANCED,CLENOW_HIGH_CONVICTION,6,DYNAMIC_ATR,8.59,7.16,-10.59,5.3,6.45,8.9,14.4,-13.17,7.08,14.5,8.04,2.26,4.3
SIP_0644,SIP_0644: MOMENTUM_RO | CLENOW_HIGH_CO | 6Stk | DYNAMIC_ATR,MOMENTUM_ROTATE_DYNAMIC,CLENOW_HIGH_CONVICTION,6,DYNAMIC_ATR,8.59,7.16,-10.59,5.3,6.45,8.9,14.4,-13.17,7.08,14.5,8.04,2.26,4.3
SIP_0337,SIP_0337: TACTICAL_MA | MULTI_LOOKBACK | 5Stk | SMART_STEPLA,TACTICAL_MACRO_90_10,MULTI_LOOKBACK_BLEND,5,SMART_STEPLADDER,8.58,-0.12,-17.86,-0.1,6.41,8.86,14.3,-19.52,0.73,14.5,17.51,1.96,10.9
SIP_0543,SIP_0543: TACTICAL_MA | MULTI_LOOKBACK | 6Stk | ADAPTIVE_STR,TACTICAL_MACRO_80_20,MULTI_LOOKBACK_BLEND,6,ADAPTIVE_STRUCTURAL,8.52,1.52,-16.22,1.1,5.52,7.97,12.3,-17.44,2.81,14.5,16.22,1.72,9.6
SIP_0124,SIP_0124: PURE_STOCKS | MOM_HURDLE_40 | 8Stk | DYNAMIC_ATR,PURE_STOCKS,MOM_HURDLE_40,8,DYNAMIC_ATR,8.52,19.2,1.45,13.6,24.82,27.27,59.1,-8.44,11.81,-35.0,19.7,2.39,13.2
SIP_0943,SIP_0943: MULTI_ASSET | MULTI_LOOKBACK | 6Stk | ADAPTIVE_STR,MULTI_ASSET_BALANCED,MULTI_LOOKBACK_BLEND,6,ADAPTIVE_STRUCTURAL,8.52,1.52,-16.22,1.1,5.52,7.97,12.3,-17.44,2.81,14.5,16.22,1.72,9.6
SIP_0743,SIP_0743: MOMENTUM_RO | MULTI_LOOKBACK | 6Stk | ADAPTIVE_STR,MOMENTUM_ROTATE_DYNAMIC,MULTI_LOOKBACK_BLEND,6,ADAPTIVE_STRUCTURAL,8.52,1.52,-16.22,1.1,5.52,7.97,12.3,-17.44,2.81,14.5,16.22,1.72,9.6
SIP_0148,SIP_0148: PURE_STOCKS | MULTI_LOOKBACK | 8Stk | ADAPTIVE_STR,PURE_STOCKS,MULTI_LOOKBACK_BLEND,8,ADAPTIVE_STRUCTURAL,8.51,3.31,-14.44,2.5,4.65,7.1,10.3,-15.96,4.29,14.5,14.8,1.64,10.0
SIP_0407,SIP_0407: TACTICAL_MA | CLENOW_MOMENTU | 4Stk | SMART_STEPLA,TACTICAL_MACRO_80_20,CLENOW_MOMENTUM,4,SMART_STEPLADDER,8.46,4.78,-12.97,3.5,7.03,9.48,15.8,-16.53,3.72,14.5,9.8,1.49,13.6
SIP_0108,SIP_0108: PURE_STOCKS | MOM_HURDLE_40 | 4Stk | ADAPTIVE_STR,PURE_STOCKS,MOM_HURDLE_40,4,ADAPTIVE_STRUCTURAL,8.46,38.31,20.56,25.9,17.68,20.13,41.1,-10.21,10.04,-41.1,12.89,2.02,7.2
SIP_0807,SIP_0807: MULTI_ASSET | CLENOW_MOMENTU | 4Stk | SMART_STEPLA,MULTI_ASSET_BALANCED,CLENOW_MOMENTUM,4,SMART_STEPLADDER,8.46,4.78,-12.97,3.5,7.03,9.48,15.8,-16.53,3.72,14.5,9.8,1.49,13.6
SIP_0607,SIP_0607: MOMENTUM_RO | CLENOW_MOMENTU | 4Stk | SMART_STEPLA,MOMENTUM_ROTATE_DYNAMIC,CLENOW_MOMENTUM,4,SMART_STEPLADDER,8.46,4.78,-12.97,3.5,7.03,9.48,15.8,-16.53,3.72,14.5,9.8,1.49,13.6
SIP_0364,SIP_0364: TACTICAL_MA | 52W_HIGH_PROXI | 5Stk | DYNAMIC_ATR,TACTICAL_MACRO_90_10,52W_HIGH_PROXIMITY,5,DYNAMIC_ATR,8.43,4.28,-13.47,3.2,3.09,5.54,6.8,-13.52,6.73,14.5,15.13,2.62,10.3
SIP_0210,SIP_0210: TACTICAL_MA | CLENOW_MOMENTU | 4Stk | TIME_DECAY_M,TACTICAL_MACRO_90_10,CLENOW_MOMENTUM,4,TIME_DECAY_MOMENTUM,8.41,4.33,-13.42,3.2,7.38,9.83,16.6,-16.58,3.67,14.5,9.68,1.37,12.7
SIP_0081,SIP_0081: PURE_STOCKS | MOM_HURDLE_30 | 4Stk | VAN_THARP_3T,PURE_STOCKS,MOM_HURDLE_30,4,VAN_THARP_3TIER,8.4,-4.21,-21.96,-3.2,12.95,15.4,29.7,-15.68,4.57,14.5,13.83,0.31,12.3
SIP_0122,SIP_0122: PURE_STOCKS | MOM_HURDLE_40 | 8Stk | SMART_STEPLA,PURE_STOCKS,MOM_HURDLE_40,8,SMART_STEPLADDER,8.4,25.68,7.93,17.9,17.37,19.81,40.4,-7.74,12.51,-32.6,18.49,2.67,9.0
SIP_0158,SIP_0158: PURE_STOCKS | 52W_HIGH_PROXI | 4Stk | ADAPTIVE_STR,PURE_STOCKS,52W_HIGH_PROXIMITY,4,ADAPTIVE_STRUCTURAL,8.39,-0.72,-18.47,-0.5,6.38,8.83,14.3,-13.78,6.47,14.5,17.27,2.41,10.9
SIP_0671,SIP_0671: MOMENTUM_RO | MOM_HURDLE_20 | 8Stk | VAN_THARP_3T,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_20,8,VAN_THARP_3TIER,8.39,-7.31,-25.06,-5.6,14.59,17.04,33.6,-19.57,0.68,14.5,15.93,0.43,7.9
SIP_0471,SIP_0471: TACTICAL_MA | MOM_HURDLE_20 | 8Stk | VAN_THARP_3T,TACTICAL_MACRO_80_20,MOM_HURDLE_20,8,VAN_THARP_3TIER,8.39,-7.31,-25.06,-5.6,14.59,17.04,33.6,-19.57,0.68,14.5,15.93,0.43,7.9
