id,name,asset_mode,filter,basket_size,exit_protocol,booster,composite_score,full_ret,full_alpha,full_xirr,one_yr_ret,one_yr_alpha,one_yr_xirr,bear_ret,bear_alpha,bear_xirr,bull_ret,full_pr,full_dd
SIP_07122,SIP_07122: CORE_SATEL | MOM_HURDLE_4 | 8Stk | TIME_DECAY | STEPUP_10_,CORE_SATELLITE_70_30,MOM_HURDLE_40,8,TIME_DECAY_MOMENTUM,STEPUP_10_DIP_95,2.77,12.17,-5.58,9.2,10.94,13.39,24.87,-7.69,12.56,-32.34,13.35,2.55,7.67
SIP_09438,SIP_09438: DYNAMIC_RE | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | STEPUP_15_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,5,ADAPTIVE_STRUCTURAL,STEPUP_15_DIP_95_SKIM,2.75,18.91,1.16,14.33,7.45,9.9,16.73,-10.36,9.89,-41.64,17.96,1.94,6.22
SIP_06938,SIP_06938: CORE_SATEL | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | STEPUP_15_,CORE_SATELLITE_70_30,MOM_HURDLE_35,5,ADAPTIVE_STRUCTURAL,STEPUP_15_DIP_95_SKIM,2.75,18.91,1.16,14.33,7.45,9.9,16.73,-10.36,9.89,-41.64,17.96,1.94,6.22
SIP_09542,SIP_09542: DYNAMIC_RE | MOM_HURDLE_4 | 4Stk | DYNAMIC_AT | STEPUP_10_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_40,4,DYNAMIC_ATR,STEPUP_10_DIP_95,2.74,13.22,-4.52,9.97,12.79,15.24,29.28,-8.93,11.32,-36.78,13.98,2.71,12.74
SIP_07042,SIP_07042: CORE_SATEL | MOM_HURDLE_4 | 4Stk | DYNAMIC_AT | STEPUP_10_,CORE_SATELLITE_70_30,MOM_HURDLE_40,4,DYNAMIC_ATR,STEPUP_10_DIP_95,2.74,13.22,-4.52,9.97,12.79,15.24,29.28,-8.93,11.32,-36.78,13.98,2.71,12.74
SIP_09480,SIP_09480: DYNAMIC_RE | MOM_HURDLE_3 | 8Stk | VAN_THARP_ | STEPUP_10_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,8,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,2.73,-19.74,-37.49,-16.49,6.69,9.14,14.97,-13.93,6.32,14.5,16.56,0.39,17.69
SIP_06980,SIP_06980: CORE_SATEL | MOM_HURDLE_3 | 8Stk | VAN_THARP_ | STEPUP_10_,CORE_SATELLITE_70_30,MOM_HURDLE_35,8,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,2.73,-19.74,-37.49,-16.49,6.69,9.14,14.97,-13.93,6.32,14.5,16.56,0.39,17.69
SIP_07121,SIP_07121: CORE_SATEL | MOM_HURDLE_4 | 8Stk | TIME_DECAY | FLAT_SIP_N,CORE_SATELLITE_70_30,MOM_HURDLE_40,8,TIME_DECAY_MOMENTUM,FLAT_SIP_NO_DIP,2.72,12.43,-5.32,8.99,11.04,13.49,25.11,-7.69,12.56,-32.34,13.35,2.55,8.32
SIP_05755,SIP_05755: MULTI_ASSE | MOM_HURDLE_4 | 3Stk | VAN_THARP_ | STEPUP_10_,MULTI_ASSET_BALANCED,MOM_HURDLE_40,3,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,2.72,11.16,-6.59,8.46,11.71,14.16,26.7,-9.51,10.74,-38.78,19.89,0.3,6.87
SIP_09621,SIP_09621: DYNAMIC_RE | MOM_HURDLE_4 | 8Stk | TIME_DECAY | FLAT_SIP_N,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_40,8,TIME_DECAY_MOMENTUM,FLAT_SIP_NO_DIP,2.72,12.43,-5.32,8.99,11.04,13.49,25.11,-7.69,12.56,-32.34,13.35,2.55,8.32
SIP_07071,SIP_07071: CORE_SATEL | MOM_HURDLE_4 | 5Stk | TIME_DECAY | FLAT_SIP_N,CORE_SATELLITE_70_30,MOM_HURDLE_40,5,TIME_DECAY_MOMENTUM,FLAT_SIP_NO_DIP,2.7,14.79,-2.96,10.63,11.86,14.31,27.06,-8.27,11.98,-34.47,11.49,2.15,7.75
SIP_09571,SIP_09571: DYNAMIC_RE | MOM_HURDLE_4 | 5Stk | TIME_DECAY | FLAT_SIP_N,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_40,5,TIME_DECAY_MOMENTUM,FLAT_SIP_NO_DIP,2.7,14.79,-2.96,10.63,11.86,14.31,27.06,-8.27,11.98,-34.47,11.49,2.15,7.75
SIP_07092,SIP_07092: CORE_SATEL | MOM_HURDLE_4 | 6Stk | DYNAMIC_AT | STEPUP_10_,CORE_SATELLITE_70_30,MOM_HURDLE_40,6,DYNAMIC_ATR,STEPUP_10_DIP_95,2.68,6.83,-10.91,5.24,16.05,18.5,37.14,-8.59,11.66,-35.61,16.7,2.46,9.63
SIP_09592,SIP_09592: DYNAMIC_RE | MOM_HURDLE_4 | 6Stk | DYNAMIC_AT | STEPUP_10_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_40,6,DYNAMIC_ATR,STEPUP_10_DIP_95,2.68,6.83,-10.91,5.24,16.05,18.5,37.14,-8.59,11.66,-35.61,16.7,2.46,9.63
SIP_09312,SIP_09312: DYNAMIC_RE | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | STEPUP_10_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_30,5,ADAPTIVE_STRUCTURAL,STEPUP_10_DIP_95,2.67,17.07,-0.67,12.73,9.39,11.84,21.24,-10.36,9.89,-41.64,17.92,1.93,6.74
SIP_06812,SIP_06812: CORE_SATEL | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | STEPUP_10_,CORE_SATELLITE_70_30,MOM_HURDLE_30,5,ADAPTIVE_STRUCTURAL,STEPUP_10_DIP_95,2.67,17.07,-0.67,12.73,9.39,11.84,21.24,-10.36,9.89,-41.64,17.92,1.93,6.74
SIP_03163,SIP_03163: TACTICAL_M | MOM_HURDLE_3 | 4Stk | ADAPTIVE_S | STEPUP_15_,TACTICAL_MACRO_80_20,MOM_HURDLE_35,4,ADAPTIVE_STRUCTURAL,STEPUP_15_DIP_95_SKIM,2.65,22.17,4.43,16.66,7.37,9.82,16.55,-10.21,10.04,-41.12,12.95,2.03,5.84
SIP_09437,SIP_09437: DYNAMIC_RE | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | STEPUP_10_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,5,ADAPTIVE_STRUCTURAL,STEPUP_10_DIP_95,2.64,18.89,1.14,14.02,7.45,9.9,16.73,-10.36,9.89,-41.64,17.92,1.94,6.54
SIP_09436,SIP_09436: DYNAMIC_RE | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | FLAT_SIP_N,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,5,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,2.64,19.63,1.88,13.92,7.61,10.06,17.09,-10.36,9.89,-41.64,17.92,1.94,7.21
SIP_06937,SIP_06937: CORE_SATEL | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | STEPUP_10_,CORE_SATELLITE_70_30,MOM_HURDLE_35,5,ADAPTIVE_STRUCTURAL,STEPUP_10_DIP_95,2.64,18.89,1.14,14.02,7.45,9.9,16.73,-10.36,9.89,-41.64,17.92,1.94,6.54
SIP_06936,SIP_06936: CORE_SATEL | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | FLAT_SIP_N,CORE_SATELLITE_70_30,MOM_HURDLE_35,5,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,2.64,19.63,1.88,13.92,7.61,10.06,17.09,-10.36,9.89,-41.64,17.92,1.94,7.21
SIP_09591,SIP_09591: DYNAMIC_RE | MOM_HURDLE_4 | 6Stk | DYNAMIC_AT | FLAT_SIP_N,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_40,6,DYNAMIC_ATR,FLAT_SIP_NO_DIP,2.61,6.39,-11.36,4.7,16.52,18.97,38.3,-8.59,11.66,-35.61,16.7,2.46,10.12
SIP_07091,SIP_07091: CORE_SATEL | MOM_HURDLE_4 | 6Stk | DYNAMIC_AT | FLAT_SIP_N,CORE_SATELLITE_70_30,MOM_HURDLE_40,6,DYNAMIC_ATR,FLAT_SIP_NO_DIP,2.61,6.39,-11.36,4.7,16.52,18.97,38.3,-8.59,11.66,-35.61,16.7,2.46,10.12
SIP_09311,SIP_09311: DYNAMIC_RE | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | FLAT_SIP_N,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_30,5,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,2.6,17.67,-0.07,12.6,9.29,11.74,21.0,-10.36,9.89,-41.64,17.92,1.93,7.4
SIP_03161,SIP_03161: TACTICAL_M | MOM_HURDLE_3 | 4Stk | ADAPTIVE_S | FLAT_SIP_N,TACTICAL_MACRO_80_20,MOM_HURDLE_35,4,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,2.6,23.28,5.53,16.36,7.57,10.02,17.0,-10.21,10.04,-41.12,12.96,2.03,6.8
SIP_06811,SIP_06811: CORE_SATEL | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | FLAT_SIP_N,CORE_SATELLITE_70_30,MOM_HURDLE_30,5,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,2.6,17.67,-0.07,12.6,9.29,11.74,21.0,-10.36,9.89,-41.64,17.92,1.93,7.4
SIP_06905,SIP_06905: CORE_SATEL | MOM_HURDLE_3 | 4Stk | VAN_THARP_ | STEPUP_10_,CORE_SATELLITE_70_30,MOM_HURDLE_35,4,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,2.59,-18.76,-36.5,-15.61,6.49,8.94,14.51,-15.27,4.98,14.5,14.61,0.29,17.34
SIP_09405,SIP_09405: DYNAMIC_RE | MOM_HURDLE_3 | 4Stk | VAN_THARP_ | STEPUP_10_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,4,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,2.59,-18.76,-36.5,-15.61,6.49,8.94,14.51,-15.27,4.98,14.5,14.61,0.29,17.34
SIP_03089,SIP_03089: TACTICAL_M | MOM_HURDLE_3 | 6Stk | ADAPTIVE_S | STEPUP_20_,TACTICAL_MACRO_80_20,MOM_HURDLE_30,6,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,2.59,26.53,8.78,20.12,7.08,9.53,15.87,-12.54,7.71,-48.5,14.32,2.13,4.61
SIP_03162,SIP_03162: TACTICAL_M | MOM_HURDLE_3 | 4Stk | ADAPTIVE_S | STEPUP_10_,TACTICAL_MACRO_80_20,MOM_HURDLE_35,4,ADAPTIVE_STRUCTURAL,STEPUP_10_DIP_95,2.55,22.21,4.47,16.35,7.37,9.82,16.55,-10.21,10.04,-41.12,12.96,2.03,6.14
SIP_09428,SIP_09428: DYNAMIC_RE | MOM_HURDLE_3 | 5Stk | VAN_THARP_ | STEPUP_15_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,5,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,2.55,-21.27,-39.02,-18.24,6.43,8.88,14.39,-16.32,3.93,14.5,19.07,0.28,17.76
SIP_06928,SIP_06928: CORE_SATEL | MOM_HURDLE_3 | 5Stk | VAN_THARP_ | STEPUP_15_,CORE_SATELLITE_70_30,MOM_HURDLE_35,5,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,2.55,-21.27,-39.02,-18.24,6.43,8.88,14.39,-16.32,3.93,14.5,19.07,0.28,17.76
SIP_03038,SIP_03038: TACTICAL_M | MOM_HURDLE_3 | 4Stk | ADAPTIVE_S | STEPUP_15_,TACTICAL_MACRO_80_20,MOM_HURDLE_30,4,ADAPTIVE_STRUCTURAL,STEPUP_15_DIP_95_SKIM,2.55,20.51,2.76,15.48,8.6,11.05,19.38,-10.21,10.04,-41.12,12.95,1.99,5.97
SIP_06927,SIP_06927: CORE_SATEL | MOM_HURDLE_3 | 5Stk | VAN_THARP_ | STEPUP_10_,CORE_SATELLITE_70_30,MOM_HURDLE_35,5,VAN_THARP_3TIER,STEPUP_10_DIP_95,2.54,-21.72,-39.47,-18.27,6.43,8.88,14.39,-16.32,3.93,14.5,19.07,0.28,18.23
SIP_09427,SIP_09427: DYNAMIC_RE | MOM_HURDLE_3 | 5Stk | VAN_THARP_ | STEPUP_10_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,5,VAN_THARP_3TIER,STEPUP_10_DIP_95,2.54,-21.72,-39.47,-18.27,6.43,8.88,14.39,-16.32,3.93,14.5,19.07,0.28,18.23
SIP_06926,SIP_06926: CORE_SATEL | MOM_HURDLE_3 | 5Stk | VAN_THARP_ | FLAT_SIP_N,CORE_SATELLITE_70_30,MOM_HURDLE_35,5,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,2.52,-23.15,-40.9,-18.75,7.04,9.49,15.78,-16.32,3.93,14.5,19.07,0.28,20.02
SIP_09426,SIP_09426: DYNAMIC_RE | MOM_HURDLE_3 | 5Stk | VAN_THARP_ | FLAT_SIP_N,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,5,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,2.52,-23.15,-40.9,-18.75,7.04,9.49,15.78,-16.32,3.93,14.5,19.07,0.28,20.02
SIP_07089,SIP_07089: CORE_SATEL | MOM_HURDLE_4 | 6Stk | ADAPTIVE_S | STEPUP_20_,CORE_SATELLITE_70_30,MOM_HURDLE_40,6,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,2.51,26.06,8.31,19.79,6.71,9.16,15.02,-12.54,7.71,-48.5,14.98,1.97,5.91
SIP_09589,SIP_09589: DYNAMIC_RE | MOM_HURDLE_4 | 6Stk | ADAPTIVE_S | STEPUP_20_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_40,6,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,2.51,26.06,8.31,19.79,6.71,9.16,15.02,-12.54,7.71,-48.5,14.98,1.97,5.91
SIP_03037,SIP_03037: TACTICAL_M | MOM_HURDLE_3 | 4Stk | ADAPTIVE_S | STEPUP_10_,TACTICAL_MACRO_80_20,MOM_HURDLE_30,4,ADAPTIVE_STRUCTURAL,STEPUP_10_DIP_95,2.49,20.74,2.99,15.32,8.6,11.05,19.38,-10.21,10.04,-41.12,12.96,1.99,6.26
SIP_09452,SIP_09452: DYNAMIC_RE | MOM_HURDLE_3 | 6Stk | VAN_THARP_ | STEPUP_10_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,6,VAN_THARP_3TIER,STEPUP_10_DIP_95,2.49,-21.96,-39.71,-18.48,7.86,10.31,17.68,-15.37,4.88,14.5,17.41,0.34,18.21
SIP_06952,SIP_06952: CORE_SATEL | MOM_HURDLE_3 | 6Stk | VAN_THARP_ | STEPUP_10_,CORE_SATELLITE_70_30,MOM_HURDLE_35,6,VAN_THARP_3TIER,STEPUP_10_DIP_95,2.49,-21.96,-39.71,-18.48,7.86,10.31,17.68,-15.37,4.88,14.5,17.41,0.34,18.21
SIP_03036,SIP_03036: TACTICAL_M | MOM_HURDLE_3 | 4Stk | ADAPTIVE_S | FLAT_SIP_N,TACTICAL_MACRO_80_20,MOM_HURDLE_30,4,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,2.46,21.45,3.71,15.15,8.71,11.16,19.64,-10.21,10.04,-41.12,12.96,1.99,6.92
SIP_03214,SIP_03214: TACTICAL_M | MOM_HURDLE_3 | 6Stk | ADAPTIVE_S | STEPUP_20_,TACTICAL_MACRO_80_20,MOM_HURDLE_35,6,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,2.46,26.19,8.44,19.88,6.91,9.36,15.48,-12.54,7.71,-48.5,14.32,2.12,4.99
SIP_03278,SIP_03278: TACTICAL_M | MOM_HURDLE_4 | 4Stk | VAN_THARP_ | STEPUP_15_,TACTICAL_MACRO_80_20,MOM_HURDLE_40,4,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,2.45,10.62,-7.13,8.23,14.53,16.98,33.45,-9.08,11.18,-37.29,13.89,0.29,7.06
SIP_09453,SIP_09453: DYNAMIC_RE | MOM_HURDLE_3 | 6Stk | VAN_THARP_ | STEPUP_15_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,6,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,2.45,-21.66,-39.41,-18.59,7.86,10.31,17.68,-15.37,4.88,14.5,17.41,0.34,17.89
SIP_03180,SIP_03180: TACTICAL_M | MOM_HURDLE_3 | 5Stk | VAN_THARP_ | STEPUP_10_,TACTICAL_MACRO_80_20,MOM_HURDLE_35,5,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,2.45,-24.32,-42.06,-20.65,8.65,11.1,19.5,-15.64,4.61,14.5,20.0,0.28,23.95
SIP_06953,SIP_06953: CORE_SATEL | MOM_HURDLE_3 | 6Stk | VAN_THARP_ | STEPUP_15_,CORE_SATELLITE_70_30,MOM_HURDLE_35,6,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,2.45,-21.66,-39.41,-18.59,7.86,10.31,17.68,-15.37,4.88,14.5,17.41,0.34,17.89
SIP_09415,SIP_09415: DYNAMIC_RE | MOM_HURDLE_3 | 4Stk | ADAPTIVE_S | STEPUP_10_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,4,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,2.43,19.99,2.24,14.79,6.66,9.11,14.9,-9.51,10.74,-38.79,13.69,2.03,6.05
SIP_06915,SIP_06915: CORE_SATEL | MOM_HURDLE_3 | 4Stk | ADAPTIVE_S | STEPUP_10_,CORE_SATELLITE_70_30,MOM_HURDLE_35,4,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,2.43,19.99,2.24,14.79,6.66,9.11,14.9,-9.51,10.74,-38.79,13.69,2.03,6.05
SIP_04506,SIP_04506: MOMENTUM_R | MOM_HURDLE_4 | 3Stk | SMART_STEP | FLAT_SIP_N,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,3,SMART_STEPLADDER,FLAT_SIP_NO_DIP,2.42,17.91,0.17,12.77,6.13,8.58,13.69,-9.79,10.46,-39.72,18.73,2.22,7.48
SIP_02003,SIP_02003: TACTICAL_M | MOM_HURDLE_4 | 3Stk | VAN_THARP_ | STEPUP_15_,TACTICAL_MACRO_90_10,MOM_HURDLE_40,3,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,2.41,11.96,-5.79,9.24,12.14,14.59,27.73,-10.35,9.9,-41.61,19.25,0.3,7.05
SIP_04508,SIP_04508: MOMENTUM_R | MOM_HURDLE_4 | 3Stk | SMART_STEP | STEPUP_15_,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,3,SMART_STEPLADDER,STEPUP_15_DIP_95_SKIM,2.38,16.8,-0.94,12.81,5.94,8.39,13.26,-9.79,10.46,-39.72,18.73,2.22,6.56
SIP_09290,SIP_09290: DYNAMIC_RE | MOM_HURDLE_3 | 4Stk | ADAPTIVE_S | STEPUP_10_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_30,4,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,2.38,18.7,0.95,13.88,7.72,10.17,17.35,-9.51,10.74,-38.79,13.69,1.99,6.18
SIP_06790,SIP_06790: CORE_SATEL | MOM_HURDLE_3 | 4Stk | ADAPTIVE_S | STEPUP_10_,CORE_SATELLITE_70_30,MOM_HURDLE_30,4,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,2.38,18.7,0.95,13.88,7.72,10.17,17.35,-9.51,10.74,-38.79,13.69,1.99,6.18
SIP_05773,SIP_05773: MULTI_ASSE | MOM_HURDLE_4 | 3Stk | TIME_DECAY | STEPUP_15_,MULTI_ASSET_BALANCED,MOM_HURDLE_40,3,TIME_DECAY_MOMENTUM,STEPUP_15_DIP_95_SKIM,2.37,14.86,-2.89,11.39,10.77,13.22,24.48,-10.73,9.52,-42.84,18.22,2.0,7.59
SIP_06951,SIP_06951: CORE_SATEL | MOM_HURDLE_3 | 6Stk | VAN_THARP_ | FLAT_SIP_N,CORE_SATELLITE_70_30,MOM_HURDLE_35,6,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,2.37,-23.39,-41.13,-18.95,8.05,10.5,18.12,-15.37,4.88,14.5,17.41,0.34,19.98
SIP_09451,SIP_09451: DYNAMIC_RE | MOM_HURDLE_3 | 6Stk | VAN_THARP_ | FLAT_SIP_N,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,6,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,2.37,-23.39,-41.13,-18.95,8.05,10.5,18.12,-15.37,4.88,14.5,17.41,0.34,19.98
SIP_04568,SIP_04568: MOMENTUM_R | MOM_HURDLE_4 | 5Stk | DYNAMIC_AT | STEPUP_15_,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,5,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,2.37,8.48,-9.27,6.61,15.05,17.5,34.71,-9.27,10.98,-37.95,16.38,2.31,12.63
SIP_03276,SIP_03276: TACTICAL_M | MOM_HURDLE_4 | 4Stk | VAN_THARP_ | FLAT_SIP_N,TACTICAL_MACRO_80_20,MOM_HURDLE_40,4,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,2.36,10.71,-7.04,7.78,14.83,17.28,34.19,-9.08,11.18,-37.29,13.89,0.29,8.03
SIP_03277,SIP_03277: TACTICAL_M | MOM_HURDLE_4 | 4Stk | VAN_THARP_ | STEPUP_10_,TACTICAL_MACRO_80_20,MOM_HURDLE_40,4,VAN_THARP_3TIER,STEPUP_10_DIP_95,2.35,10.48,-7.27,7.96,14.53,16.98,33.45,-9.08,11.18,-37.29,13.89,0.29,7.38
SIP_04507,SIP_04507: MOMENTUM_R | MOM_HURDLE_4 | 3Stk | SMART_STEP | STEPUP_10_,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,3,SMART_STEPLADDER,STEPUP_10_DIP_95,2.32,16.92,-0.83,12.63,5.94,8.39,13.26,-9.79,10.46,-39.72,18.73,2.22,6.86
SIP_05772,SIP_05772: MULTI_ASSE | MOM_HURDLE_4 | 3Stk | TIME_DECAY | STEPUP_10_,MULTI_ASSET_BALANCED,MOM_HURDLE_40,3,TIME_DECAY_MOMENTUM,STEPUP_10_DIP_95,2.32,15.04,-2.7,11.28,10.77,13.22,24.48,-10.73,9.52,-42.84,18.17,2.0,7.98
SIP_04724,SIP_04724: MOMENTUM_R | MULTI_LOOKBA | 6Stk | TIME_DECAY | STEPUP_20_,MOMENTUM_ROTATE_DYNAMIC,MULTI_LOOKBACK_BLEND,6,TIME_DECAY_MOMENTUM,STEPUP_20_PYRAMID,2.32,-10.17,-27.92,-8.57,-1.91,0.54,-4.14,-17.76,2.49,14.5,11.44,1.71,8.8
SIP_02001,SIP_02001: TACTICAL_M | MOM_HURDLE_4 | 3Stk | VAN_THARP_ | FLAT_SIP_N,TACTICAL_MACRO_90_10,MOM_HURDLE_40,3,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,2.32,11.75,-5.99,8.52,12.8,15.25,29.29,-10.35,9.9,-41.61,19.25,0.3,8.44
SIP_09478,SIP_09478: DYNAMIC_RE | MOM_HURDLE_3 | 8Stk | VAN_THARP_ | STEPUP_15_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,8,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,2.31,-19.86,-37.61,-16.94,6.15,8.6,13.75,-14.52,5.74,14.5,15.94,0.39,17.21
SIP_06978,SIP_06978: CORE_SATEL | MOM_HURDLE_3 | 8Stk | VAN_THARP_ | STEPUP_15_,CORE_SATELLITE_70_30,MOM_HURDLE_35,8,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,2.31,-19.86,-37.61,-16.94,6.15,8.6,13.75,-14.52,5.74,14.5,15.94,0.39,17.21
SIP_00199,SIP_00199: PURE_STOCK | CLENOW_HIGH_ | 5Stk | TIME_DECAY | STEPUP_20_,PURE_STOCKS,CLENOW_HIGH_CONVICTION,5,TIME_DECAY_MOMENTUM,STEPUP_20_PYRAMID,2.3,33.38,15.63,24.89,1.23,3.68,2.71,-12.2,8.05,-47.48,10.84,2.02,13.18
SIP_09477,SIP_09477: DYNAMIC_RE | MOM_HURDLE_3 | 8Stk | VAN_THARP_ | STEPUP_10_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_35,8,VAN_THARP_3TIER,STEPUP_10_DIP_95,2.29,-20.31,-38.05,-16.99,6.15,8.6,13.75,-14.52,5.74,14.5,15.94,0.39,17.71
SIP_07094,SIP_07094: CORE_SATEL | MOM_HURDLE_4 | 6Stk | DYNAMIC_AT | STEPUP_20_,CORE_SATELLITE_70_30,MOM_HURDLE_40,6,DYNAMIC_ATR,STEPUP_20_PYRAMID,2.29,21.21,3.46,16.31,11.6,14.05,26.44,-12.03,8.22,-46.97,12.3,2.46,7.83
SIP_06977,SIP_06977: CORE_SATEL | MOM_HURDLE_3 | 8Stk | VAN_THARP_ | STEPUP_10_,CORE_SATELLITE_70_30,MOM_HURDLE_35,8,VAN_THARP_3TIER,STEPUP_10_DIP_95,2.29,-20.31,-38.05,-16.99,6.15,8.6,13.75,-14.52,5.74,14.5,15.94,0.39,17.71
SIP_09594,SIP_09594: DYNAMIC_RE | MOM_HURDLE_4 | 6Stk | DYNAMIC_AT | STEPUP_20_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_40,6,DYNAMIC_ATR,STEPUP_20_PYRAMID,2.29,21.21,3.46,16.31,11.6,14.05,26.44,-12.03,8.22,-46.97,12.3,2.46,7.83
SIP_02002,SIP_02002: TACTICAL_M | MOM_HURDLE_4 | 3Stk | VAN_THARP_ | STEPUP_10_,TACTICAL_MACRO_90_10,MOM_HURDLE_40,3,VAN_THARP_3TIER,STEPUP_10_DIP_95,2.28,11.74,-6.01,8.88,12.14,14.59,27.73,-10.35,9.9,-41.61,19.25,0.3,7.5
SIP_07011,SIP_07011: CORE_SATEL | MOM_HURDLE_4 | 3Stk | ADAPTIVE_S | FLAT_SIP_N,CORE_SATELLITE_70_30,MOM_HURDLE_40,3,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,2.26,24.15,6.4,16.93,5.68,8.13,12.67,-11.59,8.66,-45.6,17.09,1.99,7.91
SIP_09511,SIP_09511: DYNAMIC_RE | MOM_HURDLE_4 | 3Stk | ADAPTIVE_S | FLAT_SIP_N,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_40,3,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,2.26,24.15,6.4,16.93,5.68,8.13,12.67,-11.59,8.66,-45.6,17.09,1.99,7.91
SIP_04601,SIP_04601: MOMENTUM_R | MOM_HURDLE_4 | 8Stk | VAN_THARP_ | FLAT_SIP_N,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,8,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,2.25,6.54,-11.2,4.81,13.75,16.2,31.57,-8.76,11.49,-36.18,18.74,0.35,7.25
SIP_04603,SIP_04603: MOMENTUM_R | MOM_HURDLE_4 | 8Stk | VAN_THARP_ | STEPUP_15_,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,8,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,2.23,6.37,-11.38,4.99,13.45,15.9,30.85,-8.76,11.49,-36.18,18.74,0.35,5.81
