id,name,entry_mode,slots,pyramid,exit_mode,defense_mode,composite_score,worst_bear_ret,worst_bear_xirr,worst_bear_pr,chop_ret,chop_xirr,chop_pr,bull_ret,avg_ret,cycle_ret,cycle_alpha,cycle_xirr,cycle_pr,cycle_pf,cycle_dd,cycle_wr
SW_05677,SW_05677: OVERSOLD_S | 6Sl | CONSERVA | SUPER_RUNN | REGIME_S,OVERSOLD_SPRINGBOARD,6,CONSERVATIVE_25,SUPER_RUNNER_15X,REGIME_SHIELD_50,21.23,-15.97,-29.59,0.54,14.48,81.25,1.49,31.27,-3.9,19.61,26.17,19.61,0.95,1.54,10.16,60.9
SW_01943,SW_01943: MULTI_LOOK | 8Sl | AGGRESSI | REGIME_ADA | REGIME_S,MULTI_LOOKBACK_HYPER,8,AGGRESSIVE_75,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP,21.22,-9.46,-18.16,0.72,7.16,35.53,0.87,63.88,12.07,18.77,25.33,18.77,0.83,1.2,15.26,60.0
SW_09087,SW_09087: MULTI_FACT | 3Sl | LIVERMOR | THREE_TIER | REGIME_S,MULTI_FACTOR_APEX,3,LIVERMORE_50,THREE_TIER_STANDARD,REGIME_SHIELD_50,21.22,-23.12,-41.15,0.62,12.76,69.55,0.77,25.94,46.78,35.52,42.08,35.52,1.04,1.4,14.42,57.0
SW_02235,SW_02235: CLENOW_SMO | 4Sl | NONE | MOMENTUM_E | COMPREHE,CLENOW_SMOOTHNESS,4,NONE,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS,21.21,-13.2,-24.84,0.46,10.75,56.66,0.48,45.31,21.24,15.54,22.1,15.54,0.62,1.15,23.97,64.1
SW_02233,SW_02233: CLENOW_SMO | 4Sl | NONE | MOMENTUM_E | REGIME_S,CLENOW_SMOOTHNESS,4,NONE,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP,21.21,-13.2,-24.84,0.46,10.75,56.66,0.48,45.31,21.24,15.54,22.1,15.54,0.62,1.15,23.97,64.1
SW_00976,SW_00976: MULTI_LOOK | 8Sl | INVERSE_ | ASYMMETRIC | RAW_EXEC,MULTI_LOOKBACK,8,INVERSE_VOL_SIZING,ASYMMETRIC_RUNNER,RAW_EXECUTION,21.2,-6.13,-11.99,0.62,10.63,55.92,0.96,31.15,9.73,17.53,24.1,17.53,0.88,1.25,12.57,58.3
SW_05202,SW_05202: OVERSOLD_S | 4Sl | NONE | SCALPER_TI | REGIME_S,OVERSOLD_SPRINGBOARD,4,NONE,SCALPER_TIGHT,REGIME_SHIELD_50,21.19,-2.21,-4.4,0.98,10.79,56.92,1.41,11.06,9.22,27.75,34.32,27.75,1.2,1.5,10.56,52.8
SW_09875,SW_09875: MULTI_FACT | 8Sl | CONSERVA | MOMENTUM_E | COMPREHE,MULTI_FACTOR_APEX,8,CONSERVATIVE_25,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS,21.19,-10.05,-19.24,0.69,9.06,46.41,0.93,41.12,24.9,24.42,30.98,24.42,0.85,1.3,13.37,61.3
SW_09873,SW_09873: MULTI_FACT | 8Sl | CONSERVA | MOMENTUM_E | REGIME_S,MULTI_FACTOR_APEX,8,CONSERVATIVE_25,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP,21.19,-10.05,-19.24,0.69,9.06,46.41,0.93,41.12,24.9,24.42,30.98,24.42,0.85,1.3,13.37,61.3
SW_03266,SW_03266: CLENOW_HIG | 4Sl | CONSERVA | CHANDELIER | RAW_EXEC,CLENOW_HIGH_CONVICTION,4,CONSERVATIVE_25,CHANDELIER_RUNNER,RAW_EXECUTION,21.19,3.83,7.87,0.64,6.17,30.11,0.46,39.19,1.45,15.54,22.1,15.54,0.69,1.38,8.38,67.3
SW_03269,SW_03269: CLENOW_HIG | 4Sl | CONSERVA | CHANDELIER | TIME_DEC,CLENOW_HIGH_CONVICTION,4,CONSERVATIVE_25,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D,21.19,3.83,7.87,0.64,6.17,30.11,0.46,39.19,1.45,15.54,22.1,15.54,0.69,1.38,8.38,67.3
SW_06912,SW_06912: SECTOR_LEA | 8Sl | LIVERMOR | MOMENTUM_E | REGIME_S,SECTOR_LEAD_RS,8,LIVERMORE_50,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50,21.19,-10.29,-19.67,0.67,8.65,44.03,0.78,54.02,16.88,17.39,23.95,17.39,0.76,1.27,15.55,62.7
SW_06926,SW_06926: SECTOR_LEA | 8Sl | AGGRESSI | THREE_TIER | RAW_EXEC,SECTOR_LEAD_RS,8,AGGRESSIVE_75,THREE_TIER_STANDARD,RAW_EXECUTION,21.19,-17.48,-32.12,0.81,9.95,51.78,0.76,67.68,25.73,5.23,11.8,5.23,0.75,1.02,19.4,58.9
SW_04063,SW_04063: MINERVINI_ | 3Sl | CONSERVA | REGIME_ADA | REGIME_S,MINERVINI_VCP,3,CONSERVATIVE_25,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP,21.18,11.59,24.75,1.06,2.55,11.71,1.32,33.95,15.71,9.89,16.45,9.89,1.12,1.16,11.28,51.0
SW_06978,SW_06978: SECTOR_LEA | 8Sl | INVERSE_ | ASYMMETRIC | REGIME_S,SECTOR_LEAD_RS,8,INVERSE_VOL_SIZING,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP,21.18,-7.03,-13.67,0.79,8.55,43.42,0.72,45.02,14.08,20.23,26.79,20.23,0.79,1.37,11.41,63.0
SW_05353,SW_05353: OVERSOLD_S | 4Sl | AGGRESSI | MOMENTUM_E | REGIME_S,OVERSOLD_SPRINGBOARD,4,AGGRESSIVE_75,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP,21.17,-8.97,-17.27,0.62,11.88,63.8,1.41,29.77,0.01,23.06,29.62,23.06,0.99,1.58,11.33,61.2
SW_06103,SW_06103: SECTOR_LEA | 3Sl | LIVERMOR | REGIME_ADA | REGIME_S,SECTOR_LEAD_RS,3,LIVERMORE_50,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP,21.17,-14.94,-27.84,0.65,4.17,19.66,0.61,65.73,20.12,56.46,63.02,56.46,0.93,1.77,15.18,64.8
SW_05355,SW_05355: OVERSOLD_S | 4Sl | AGGRESSI | MOMENTUM_E | COMPREHE,OVERSOLD_SPRINGBOARD,4,AGGRESSIVE_75,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS,21.17,-8.97,-17.27,0.62,11.88,63.8,1.41,29.77,0.01,23.06,29.62,23.06,0.99,1.58,11.33,61.2
SW_02340,SW_02340: CLENOW_SMO | 4Sl | AGGRESSI | ASYMMETRIC | COMPREHE,CLENOW_SMOOTHNESS,4,AGGRESSIVE_75,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS,21.16,-8.12,-15.7,0.57,4.09,19.3,0.51,70.53,26.47,22.06,28.63,22.06,0.85,1.2,15.59,58.2
SW_05487,SW_05487: OVERSOLD_S | 5Sl | LIVERMOR | THREE_TIER | REGIME_S,OVERSOLD_SPRINGBOARD,5,LIVERMORE_50,THREE_TIER_STANDARD,REGIME_SHIELD_50,21.16,-7.21,-14.01,0.69,10.37,54.3,1.45,39.76,11.44,11.37,17.93,11.37,1.2,1.23,10.23,49.7
SW_06378,SW_06378: SECTOR_LEA | 4Sl | INVERSE_ | ASYMMETRIC | REGIME_S,SECTOR_LEAD_RS,4,INVERSE_VOL_SIZING,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP,21.16,-5.02,-9.87,0.8,8.02,40.4,0.59,38.6,17.57,23.72,30.29,23.72,0.69,1.48,12.23,66.7
SW_03248,SW_03248: CLENOW_HIG | 4Sl | CONSERVA | THREE_TIER | REGIME_S,CLENOW_HIGH_CONVICTION,4,CONSERVATIVE_25,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP,21.16,4.09,8.43,0.76,4.87,23.28,0.45,40.63,4.66,21.56,28.12,21.56,0.76,1.56,6.34,67.3
SW_00642,SW_00642: MULTI_LOOK | 6Sl | CONSERVA | SCALPER_TI | REGIME_S,MULTI_LOOKBACK,6,CONSERVATIVE_25,SCALPER_TIGHT,REGIME_SHIELD_50,21.15,-7.97,-15.43,0.95,6.03,29.38,1.04,52.25,25.13,29.9,36.46,29.9,0.98,1.29,15.32,57.1
SW_02360,SW_02360: CLENOW_SMO | 4Sl | AGGRESSI | SUPER_RUNN | COMPREHE,CLENOW_SMOOTHNESS,4,AGGRESSIVE_75,SUPER_RUNNER_15X,COMPREHENSIVE_FORTRESS,21.15,-13.18,-24.81,0.52,9.74,50.47,0.45,46.76,17.84,25.71,32.28,25.71,0.68,1.29,20.56,67.2
SW_02358,SW_02358: CLENOW_SMO | 4Sl | AGGRESSI | SUPER_RUNN | REGIME_S,CLENOW_SMOOTHNESS,4,AGGRESSIVE_75,SUPER_RUNNER_15X,REGIME_SHIELD_AND_SWEEP,21.15,-13.18,-24.81,0.52,9.74,50.47,0.45,46.76,17.84,25.71,32.28,25.71,0.68,1.29,20.56,67.2
SW_06925,SW_06925: SECTOR_LEA | 8Sl | AGGRESSI | SCALPER_TI | COMPREHE,SECTOR_LEAD_RS,8,AGGRESSIVE_75,SCALPER_TIGHT,COMPREHENSIVE_FORTRESS,21.14,-12.17,-23.02,0.96,7.89,39.65,0.73,57.56,24.96,20.93,27.49,20.93,0.85,1.22,15.85,58.6
SW_00980,SW_00980: MULTI_LOOK | 8Sl | INVERSE_ | ASYMMETRIC | COMPREHE,MULTI_LOOKBACK,8,INVERSE_VOL_SIZING,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS,21.14,-4.15,-8.19,0.62,9.68,50.12,0.81,33.35,11.23,15.28,21.85,15.28,0.77,1.18,11.79,59.8
SW_05247,SW_05247: OVERSOLD_S | 4Sl | CONSERVA | THREE_TIER | REGIME_S,OVERSOLD_SPRINGBOARD,4,CONSERVATIVE_25,THREE_TIER_STANDARD,REGIME_SHIELD_50,21.14,-9.95,-19.06,0.64,9.92,51.59,1.69,44.06,9.96,21.09,27.65,21.09,1.34,1.39,11.31,49.2
SW_03156,SW_03156: CLENOW_HIG | 3Sl | AGGRESSI | SUPER_RUNN | RAW_EXEC,CLENOW_HIGH_CONVICTION,3,AGGRESSIVE_75,SUPER_RUNNER_15X,RAW_EXECUTION,21.14,12.47,26.74,0.48,-0.05,-0.24,0.46,31.39,9.96,32.82,39.38,32.82,0.81,1.73,8.63,68.9
SW_06063,SW_06063: SECTOR_LEA | 3Sl | CONSERVA | REGIME_ADA | REGIME_S,SECTOR_LEAD_RS,3,CONSERVATIVE_25,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP,21.14,-5.75,-11.26,0.82,5.12,24.58,0.6,48.67,24.35,34.82,41.39,34.82,0.83,1.44,16.86,62.6
SW_05262,SW_05262: OVERSOLD_S | 4Sl | CONSERVA | REGIME_ADA | REGIME_S,OVERSOLD_SPRINGBOARD,4,CONSERVATIVE_25,REGIME_ADAPTIVE,REGIME_SHIELD_50,21.14,-0.48,-0.96,1.02,9.94,51.72,1.74,22.53,13.49,11.08,17.65,11.08,1.08,1.22,10.81,52.4
SW_03159,SW_03159: CLENOW_HIG | 3Sl | AGGRESSI | SUPER_RUNN | TIME_DEC,CLENOW_HIGH_CONVICTION,3,AGGRESSIVE_75,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,21.14,12.47,26.74,0.48,-0.05,-0.24,0.46,31.39,9.96,32.82,39.38,32.82,0.81,1.73,8.63,68.9
SW_01766,SW_01766: MULTI_LOOK | 6Sl | INVERSE_ | THREE_TIER | RAW_EXEC,MULTI_LOOKBACK_HYPER,6,INVERSE_VOL_SIZING,THREE_TIER_STANDARD,RAW_EXECUTION,21.14,-0.18,-0.36,0.94,7.65,38.28,0.95,37.05,5.88,17.97,24.53,17.97,0.89,1.28,12.53,58.8
SW_03314,SW_03314: CLENOW_HIG | 4Sl | LIVERMOR | MOMENTUM_E | TIME_DEC,CLENOW_HIGH_CONVICTION,4,LIVERMORE_50,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D,21.13,0.25,0.51,0.52,6.44,31.59,0.59,43.84,4.2,19.4,25.96,19.4,0.78,1.43,9.43,65.5
SW_03311,SW_03311: CLENOW_HIG | 4Sl | LIVERMOR | MOMENTUM_E | RAW_EXEC,CLENOW_HIGH_CONVICTION,4,LIVERMORE_50,MOMENTUM_EXPONENTIAL,RAW_EXECUTION,21.13,0.25,0.51,0.52,6.44,31.59,0.59,43.84,4.2,19.4,25.96,19.4,0.78,1.43,9.43,65.5
SW_09996,SW_09996: MULTI_FACT | 8Sl | INVERSE_ | SUPER_RUNN | RAW_EXEC,MULTI_FACTOR_APEX,8,INVERSE_VOL_SIZING,SUPER_RUNNER_15X,RAW_EXECUTION,21.12,-10.99,-20.92,0.7,12.07,65.03,0.9,26.79,17.86,20.09,26.66,20.09,0.74,1.37,12.55,65.4
SW_00785,SW_00785: MULTI_LOOK | 6Sl | INVERSE_ | REGIME_ADA | COMPREHE,MULTI_LOOKBACK,6,INVERSE_VOL_SIZING,REGIME_ADAPTIVE,COMPREHENSIVE_FORTRESS,21.12,-7.87,-15.23,0.69,8.62,43.83,0.82,44.58,18.28,19.99,26.55,19.99,0.8,1.27,11.95,61.7
SW_09999,SW_09999: MULTI_FACT | 8Sl | INVERSE_ | SUPER_RUNN | TIME_DEC,MULTI_FACTOR_APEX,8,INVERSE_VOL_SIZING,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,21.12,-10.99,-20.92,0.7,12.07,65.03,0.9,26.79,17.86,20.09,26.66,20.09,0.74,1.37,12.55,65.4
SW_01102,SW_01102: MULTI_LOOK | 3Sl | LIVERMOR | REGIME_ADA | REGIME_S,MULTI_LOOKBACK_HYPER,3,LIVERMORE_50,REGIME_ADAPTIVE,REGIME_SHIELD_50,21.11,-18.74,-34.2,0.56,5.47,26.37,0.92,68.7,35.12,43.6,50.17,43.6,0.92,1.48,19.79,62.8
SW_00603,SW_00603: MULTI_LOOK | 6Sl | NONE | SCALPER_TI | REGIME_S,MULTI_LOOKBACK,6,NONE,SCALPER_TIGHT,REGIME_SHIELD_AND_SWEEP,21.1,-9.13,-17.55,0.88,8.47,42.97,0.92,43.38,21.59,25.34,31.91,25.34,0.9,1.24,14.9,57.9
SW_05552,SW_05552: OVERSOLD_S | 5Sl | AGGRESSI | MOMENTUM_E | REGIME_S,OVERSOLD_SPRINGBOARD,5,AGGRESSIVE_75,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50,21.08,-8.05,-15.57,0.78,11.53,61.57,1.37,32.21,-1.44,20.5,27.07,20.5,1.07,1.51,11.64,58.6
SW_05040,SW_05040: OVERSOLD_S | 3Sl | NONE | SUPER_RUNN | COMPREHE,OVERSOLD_SPRINGBOARD,3,NONE,SUPER_RUNNER_15X,COMPREHENSIVE_FORTRESS,21.08,-11.69,-22.17,0.62,11.95,64.26,2.65,34.51,-5.97,29.2,35.77,29.2,1.22,1.61,12.68,57.1
SW_05038,SW_05038: OVERSOLD_S | 3Sl | NONE | SUPER_RUNN | REGIME_S,OVERSOLD_SPRINGBOARD,3,NONE,SUPER_RUNNER_15X,REGIME_SHIELD_AND_SWEEP,21.08,-11.69,-22.17,0.62,11.95,64.26,2.65,34.51,-5.97,29.2,35.77,29.2,1.22,1.61,12.68,57.1
SW_02431,SW_02431: CLENOW_SMO | 5Sl | NONE | MOMENTUM_E | RAW_EXEC,CLENOW_SMOOTHNESS,5,NONE,MOMENTUM_EXPONENTIAL,RAW_EXECUTION,21.07,-14.32,-26.78,0.48,11.09,58.8,0.76,39.46,20.16,23.44,30.0,23.44,0.79,1.27,13.14,61.7
SW_04290,SW_04290: MINERVINI_ | 4Sl | LIVERMOR | THREE_TIER | COMPREHE,MINERVINI_VCP,4,LIVERMORE_50,THREE_TIER_STANDARD,COMPREHENSIVE_FORTRESS,21.07,2.51,5.14,0.86,4.35,20.61,0.94,49.3,7.7,18.4,24.96,18.4,1.04,1.35,9.81,56.5
SW_02434,SW_02434: CLENOW_SMO | 5Sl | NONE | MOMENTUM_E | TIME_DEC,CLENOW_SMOOTHNESS,5,NONE,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D,21.07,-14.32,-26.78,0.48,11.09,58.8,0.76,39.46,20.16,23.44,30.0,23.44,0.79,1.27,13.14,61.7
SW_06723,SW_06723: SECTOR_LEA | 6Sl | AGGRESSI | SCALPER_TI | REGIME_S,SECTOR_LEAD_RS,6,AGGRESSIVE_75,SCALPER_TIGHT,REGIME_SHIELD_AND_SWEEP,21.06,-10.41,-19.87,0.95,8.38,42.44,0.76,51.27,26.28,16.97,23.54,16.97,0.88,1.17,15.04,57.1
SW_02497,SW_02497: CLENOW_SMO | 5Sl | LIVERMOR | ASYMMETRIC | REGIME_S,CLENOW_SMOOTHNESS,5,LIVERMORE_50,ASYMMETRIC_RUNNER,REGIME_SHIELD_50,21.04,-8.3,-16.03,0.59,9.24,47.49,0.62,50.17,18.66,7.28,13.84,7.28,0.84,1.06,22.05,56.2
SW_09589,SW_09589: MULTI_FACT | 5Sl | INVERSE_ | CHANDELIER | TIME_DEC,MULTI_FACTOR_APEX,5,INVERSE_VOL_SIZING,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D,21.02,-8.95,-17.23,0.77,11.95,64.25,0.83,21.51,21.56,17.9,24.47,17.9,0.83,1.28,14.07,60.2
SW_09586,SW_09586: MULTI_FACT | 5Sl | INVERSE_ | CHANDELIER | RAW_EXEC,MULTI_FACTOR_APEX,5,INVERSE_VOL_SIZING,CHANDELIER_RUNNER,RAW_EXECUTION,21.02,-8.95,-17.23,0.77,11.95,64.25,0.83,21.51,21.56,17.9,24.47,17.9,0.83,1.28,14.07,60.2
SW_06157,SW_06157: SECTOR_LEA | 3Sl | AGGRESSI | SUPER_RUNN | REGIME_S,SECTOR_LEAD_RS,3,AGGRESSIVE_75,SUPER_RUNNER_15X,REGIME_SHIELD_50,21.02,-6.1,-11.91,0.55,-0.6,-2.6,0.25,62.63,34.34,55.31,61.88,55.31,0.63,2.03,16.96,74.5
SW_03957,SW_03957: CLENOW_HIG | 8Sl | AGGRESSI | SUPER_RUNN | REGIME_S,CLENOW_HIGH_CONVICTION,8,AGGRESSIVE_75,SUPER_RUNNER_15X,REGIME_SHIELD_50,21.01,5.42,11.23,0.59,2.61,11.98,0.66,56.75,2.97,13.42,19.99,13.42,0.81,1.59,4.07,67.7
SW_04223,SW_04223: MINERVINI_ | 4Sl | NONE | REGIME_ADA | REGIME_S,MINERVINI_VCP,4,NONE,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP,21.01,12.17,26.06,1.09,1.7,7.68,1.29,39.22,17.33,4.75,11.32,4.75,1.11,1.06,12.56,49.6
SW_03228,SW_03228: CLENOW_HIG | 4Sl | NONE | CHANDELIER | REGIME_S,CLENOW_HIGH_CONVICTION,4,NONE,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP,21.01,5.4,11.19,0.67,5.23,25.11,0.45,41.01,-3.17,16.73,23.3,16.73,0.59,1.34,7.37,69.4
SW_03230,SW_03230: CLENOW_HIG | 4Sl | NONE | CHANDELIER | COMPREHE,CLENOW_HIGH_CONVICTION,4,NONE,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS,21.01,5.4,11.19,0.67,5.23,25.11,0.45,41.01,-3.17,16.73,23.3,16.73,0.59,1.34,7.37,69.4
SW_05097,SW_05097: OVERSOLD_S | 3Sl | LIVERMOR | ASYMMETRIC | REGIME_S,OVERSOLD_SPRINGBOARD,3,LIVERMORE_50,ASYMMETRIC_RUNNER,REGIME_SHIELD_50,21.01,-4.78,-9.41,0.95,9.66,50.0,2.54,51.19,-6.88,5.33,11.89,5.33,0.93,1.08,12.38,52.3
SW_09688,SW_09688: MULTI_FACT | 6Sl | LIVERMOR | THREE_TIER | REGIME_S,MULTI_FACTOR_APEX,6,LIVERMORE_50,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP,20.98,-9.79,-18.76,0.81,9.3,47.85,1.14,45.74,25.47,13.08,19.65,13.08,0.84,1.09,18.85,56.2
SW_03498,SW_03498: CLENOW_HIG | 5Sl | LIVERMOR | ASYMMETRIC | REGIME_S,CLENOW_HIGH_CONVICTION,5,LIVERMORE_50,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP,20.98,3.66,7.51,0.62,4.0,18.81,0.48,46.44,7.17,20.25,26.81,20.25,0.71,1.51,5.95,67.7
SW_06049,SW_06049: SECTOR_LEA | 3Sl | CONSERVA | THREE_TIER | TIME_DEC,SECTOR_LEAD_RS,3,CONSERVATIVE_25,THREE_TIER_STANDARD,TIME_DECAY_STOP_7D,20.97,-23.92,-42.38,0.7,11.81,63.37,0.74,47.69,31.1,28.04,34.6,28.04,0.72,1.32,22.07,64.7
SW_09722,SW_09722: MULTI_FACT | 6Sl | AGGRESSI | SCALPER_TI | REGIME_S,MULTI_FACTOR_APEX,6,AGGRESSIVE_75,SCALPER_TIGHT,REGIME_SHIELD_50,20.97,-11.61,-22.02,0.98,11.12,59.02,1.25,35.01,26.05,14.84,21.41,14.84,1.06,1.12,14.03,51.4
SW_02799,SW_02799: CLENOW_SMO | 6Sl | INVERSE_ | SUPER_RUNN | TIME_DEC,CLENOW_SMOOTHNESS,6,INVERSE_VOL_SIZING,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,20.96,-4.18,-8.26,0.52,8.95,45.76,0.65,35.01,12.01,18.7,25.27,18.7,0.66,1.33,10.93,66.5
SW_02960,SW_02960: CLENOW_SMO | 8Sl | AGGRESSI | SUPER_RUNN | COMPREHE,CLENOW_SMOOTHNESS,8,AGGRESSIVE_75,SUPER_RUNNER_15X,COMPREHENSIVE_FORTRESS,20.96,-3.9,-7.71,0.51,3.26,15.14,0.65,58.89,17.23,33.35,39.91,33.35,0.72,1.47,13.12,66.7
SW_06086,SW_06086: SECTOR_LEA | 3Sl | LIVERMOR | THREE_TIER | RAW_EXEC,SECTOR_LEAD_RS,3,LIVERMORE_50,THREE_TIER_STANDARD,RAW_EXECUTION,20.96,-18.62,-34.0,0.61,3.03,14.02,0.64,82.1,32.71,46.53,53.1,46.53,0.89,1.59,17.87,64.0
SW_02796,SW_02796: CLENOW_SMO | 6Sl | INVERSE_ | SUPER_RUNN | RAW_EXEC,CLENOW_SMOOTHNESS,6,INVERSE_VOL_SIZING,SUPER_RUNNER_15X,RAW_EXECUTION,20.96,-4.18,-8.26,0.52,8.95,45.76,0.65,35.01,12.01,18.7,25.27,18.7,0.66,1.33,10.93,66.5
SW_01899,SW_01899: MULTI_LOOK | 8Sl | LIVERMOR | ASYMMETRIC | TIME_DEC,MULTI_LOOKBACK_HYPER,8,LIVERMORE_50,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D,20.96,-9.32,-17.9,0.57,6.48,31.8,0.95,53.58,8.7,38.72,45.28,38.72,0.94,1.5,14.77,61.7
SW_02958,SW_02958: CLENOW_SMO | 8Sl | AGGRESSI | SUPER_RUNN | REGIME_S,CLENOW_SMOOTHNESS,8,AGGRESSIVE_75,SUPER_RUNNER_15X,REGIME_SHIELD_AND_SWEEP,20.96,-3.9,-7.71,0.51,3.26,15.14,0.65,58.89,17.23,33.35,39.91,33.35,0.72,1.47,13.12,66.7
SW_03238,SW_03238: CLENOW_HIG | 4Sl | NONE | SUPER_RUNN | REGIME_S,CLENOW_HIGH_CONVICTION,4,NONE,SUPER_RUNNER_15X,REGIME_SHIELD_AND_SWEEP,20.95,8.38,17.62,0.58,4.21,19.9,0.4,36.36,0.81,15.67,22.23,15.67,0.55,1.32,6.66,70.8
SW_03240,SW_03240: CLENOW_HIG | 4Sl | NONE | SUPER_RUNN | COMPREHE,CLENOW_HIGH_CONVICTION,4,NONE,SUPER_RUNNER_15X,COMPREHENSIVE_FORTRESS,20.95,8.38,17.62,0.58,4.21,19.9,0.4,36.36,0.81,15.67,22.23,15.67,0.55,1.32,6.66,70.8
SW_09090,SW_09090: MULTI_FACT | 3Sl | LIVERMOR | THREE_TIER | COMPREHE,MULTI_FACTOR_APEX,3,LIVERMORE_50,THREE_TIER_STANDARD,COMPREHENSIVE_FORTRESS,20.94,-19.56,-35.53,0.72,13.16,72.25,0.77,16.93,46.21,30.32,36.88,30.32,0.93,1.28,13.37,57.9
SW_03063,SW_03063: CLENOW_HIG | 3Sl | CONSERVA | REGIME_ADA | REGIME_S,CLENOW_HIGH_CONVICTION,3,CONSERVATIVE_25,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP,20.92,5.99,12.46,0.77,5.39,25.95,0.46,32.73,0.89,20.5,27.07,20.5,0.75,1.4,8.11,64.9
SW_04920,SW_04920: MINERVINI_ | 8Sl | LIVERMOR | SUPER_RUNN | COMPREHE,MINERVINI_VCP,8,LIVERMORE_50,SUPER_RUNNER_15X,COMPREHENSIVE_FORTRESS,20.92,-2.29,-4.56,0.6,7.66,38.34,1.17,42.21,6.09,17.78,24.35,17.78,1.0,1.48,9.01,59.0
SW_04918,SW_04918: MINERVINI_ | 8Sl | LIVERMOR | SUPER_RUNN | REGIME_S,MINERVINI_VCP,8,LIVERMORE_50,SUPER_RUNNER_15X,REGIME_SHIELD_AND_SWEEP,20.92,-2.29,-4.56,0.6,7.66,38.34,1.17,42.21,6.09,17.78,24.35,17.78,1.0,1.48,9.01,59.0
SW_01822,SW_01822: MULTI_LOOK | 8Sl | NONE | REGIME_ADA | REGIME_S,MULTI_LOOKBACK_HYPER,8,NONE,REGIME_ADAPTIVE,REGIME_SHIELD_50,20.91,-0.37,-0.74,0.83,5.55,26.8,0.84,49.27,8.83,18.05,24.62,18.05,0.82,1.22,13.75,59.6
SW_06705,SW_06705: SECTOR_LEA | 6Sl | LIVERMOR | REGIME_ADA | COMPREHE,SECTOR_LEAD_RS,6,LIVERMORE_50,REGIME_ADAPTIVE,COMPREHENSIVE_FORTRESS,20.91,-11.98,-22.68,0.86,10.07,52.48,0.76,36.25,25.59,25.33,31.89,25.33,0.83,1.31,18.96,60.3
SW_00384,SW_00384: MULTI_LOOK | 4Sl | INVERSE_ | REGIME_ADA | TIME_DEC,MULTI_LOOKBACK,4,INVERSE_VOL_SIZING,REGIME_ADAPTIVE,TIME_DECAY_STOP_7D,20.9,-14.86,-27.7,0.61,8.95,45.78,0.85,49.54,31.78,24.6,31.16,24.6,0.78,1.37,15.43,63.0
SW_03488,SW_03488: CLENOW_HIG | 5Sl | LIVERMOR | THREE_TIER | REGIME_S,CLENOW_HIGH_CONVICTION,5,LIVERMORE_50,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP,20.9,4.61,9.51,0.67,4.68,22.26,0.57,38.22,8.4,20.1,26.66,20.1,0.83,1.49,5.55,63.8
SW_04330,SW_04330: MINERVINI_ | 4Sl | AGGRESSI | THREE_TIER | COMPREHE,MINERVINI_VCP,4,AGGRESSIVE_75,THREE_TIER_STANDARD,COMPREHENSIVE_FORTRESS,20.89,3.13,6.42,0.85,3.62,16.94,1.05,49.65,11.67,17.64,24.2,17.64,1.06,1.33,9.11,56.2
SW_02593,SW_02593: CLENOW_SMO | 5Sl | INVERSE_ | MOMENTUM_E | REGIME_S,CLENOW_SMOOTHNESS,5,INVERSE_VOL_SIZING,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP,20.89,-5.42,-10.62,0.5,9.32,47.98,0.61,35.52,13.5,17.64,24.21,17.64,0.82,1.25,10.05,60.9
